품종,크기(체중에따른),크기(라벨링),나이,산책시간(시간),체중,적정음수량,성별,중성화여부,색상
믹스견,중,1,2,1,16,1040,F,N,흰색
믹스견,중,1,2,1,16,1040,M,Y,갈색
믹스견,중,1,2,1,16,1040,F,U,갈색
믹스견,중,1,2,1,16,1040,F,N,흰색
믹스견,중,1,2,1,16,1040,F,U,옅은갈색
믹스견,중,1,2,1,16,1040,M,N,흰
믹스견,중,1,2,1,16,1040,F,U,흰색
믹스견,중,1,2,1,16,1040,M,N,검/흰
믹스견,중,1,2,1,16,1040,F,U,흰/갈
믹스견,중,1,2,1,16,1040,F,U,갈색
믹스견,중,1,2,1,16,1040,F,N,갈색
믹스견,중,1,2,1,16,1040,F,U,흰
믹스견,중,1,2,1,16,1040,M,N,베이지
믹스견,중,1,2,1,16,1040,M,N,흰/갈
믹스견,중,1,2,1,16,1040,M,N,갈/검
믹스견,중,1,2,1,16,1040,M,N,흰
믹스견,중,1,2,1,16,1040,F,N,흰색
믹스견,중,1,2,1,16,1040,F,U,흰색
믹스견,중,1,3,1,16,1040,F,U,"갈색,검정"
믹스견,중,1,3,1,16,1040,M,U,흰색
믹스견,중,1,3,1,16,1040,F,U,회/검
믹스견,중,1,3,1,16,1040,F,U,갈/검
믹스견,중,1,3,1,16,1040,M,N,연흰갈색
믹스견,중,1,3,1,16,1040,F,U,갈/흰
믹스견,중,1,3,1,16,1040,F,N,흰색
믹스견,중,1,3,1,16,1040,F,U,황색
믹스견,중,1,3,1,16,1040,M,N,갈/흰
믹스견,중,1,3,1,16,1040,F,U,연한 황색
믹스견,중,1,3,1,16,1040,M,N,흰색
믹스견,중,1,3,1,16,1040,F,U,갈색
믹스견,중,1,3,1,16,1040,M,N,흰색
믹스견,중,1,3,1,16,1040,M,N,검정색
믹스견,중,1,3,1,16,1040,F,U,호구
믹스견,중,1,3,1,16,1040,F,N,갈색
믹스견,중,1,3,1,16,1040,F,N,갈색
믹스견,중,1,3,1,16,1040,M,N,흰색
믹스견,중,1,3,1,16,1040,F,N,검갈색/흰색
믹스견,중,1,3,1,16,1040,F,N,갈색
믹스견,중,1,3,1,16,1040,F,N,황색
믹스견,중,1,3,1,16,1040,M,N,갈색
믹스견,중,1,4,1,16,1040,F,U,"갈색,흰색"
믹스견,중,1,4,1,16,1040,M,N,흰/노
믹스견,중,1,4,1,16,1040,F,N,흰색
믹스견,중,1,4,1,16,1040,F,U,검/갈
믹스견,중,1,4,1,16,1040,M,N,흰색
믹스견,중,1,4,1,16,1040,F,N,옅은갈색
믹스견,중,1,4,1,16,1040,M,N,흰색
믹스견,중,1,4,1,16,1040,M,N,연누렁색
믹스견,중,1,4,1,16,1040,F,U,흑갈색
믹스견,중,1,4,1,16,1040,F,U,흰색
믹스견,중,1,5,1,16,1040,M,N,흰색
믹스견,중,1,5,1,16,1040,M,N,검정/흰색
믹스견,중,1,5,1,16,1040,M,N,갈색
믹스견,중,1,6,1,16,1040,M,N,크림색
믹스견,중,1,6,1,16,1040,M,N,검/갈색
믹스견,중,1,7,1,16,1040,M,N,누렁색
믹스견,중,1,7,1,16,1040,F,U,연갈색
믹스견,중,1,2,1,16.1,1046.5,M,N,검정.흰색
믹스견,중,1,1,1,16.2,1053,M,N,흰색
믹스견,중,1,1,1,16.3,1059.5,F,N,흰색
믹스견,중,1,1,1,16.3,1059.5,M,N,흰색
믹스견,중,1,1,1,16.3,1059.5,F,N,갈색
믹스견,중,1,1,1,16.4,1066,F,U,갈색
믹스견,중,1,1,1,16.4,1066,F,U,검/흰
믹스견,중,1,1,1,16.4,1066,F,N,흰색
믹스견,중,1,1,1,16.4,1066,M,N,갈/검/흰
믹스견,중,1,2,1,16.4,1066,F,U,흰
믹스견,중,1,0,0.8,16.5,1072.5,M,N,갈색
믹스견,중,1,1,1,16.5,1072.5,F,N,흰색
믹스견,중,1,2,1,16.5,1072.5,F,U,흰
믹스견,중,1,2,1,16.5,1072.5,F,U,흰
믹스견,중,1,2,1,16.5,1072.5,M,N,갈/검/흰
믹스견,중,1,3,1,16.5,1072.5,F,U,갈색
믹스견,중,1,3,1,16.5,1072.5,M,N,흰색
믹스견,중,1,3,1,16.5,1072.5,M,U,흰색
믹스견,중,1,4,1,16.5,1072.5,F,N,하양
믹스견,중,1,5,1,16.5,1072.5,M,N,흰색
믹스견,중,1,1,1,16.6,1079,M,N,흰색
믹스견,중,1,3,1,16.6,1079,M,N,"갈색,검정"
믹스견,중,1,1,1,16.7,1085.5,M,N,"검정,갈색"
믹스견,중,1,2,1,16.7,1085.5,F,U,흰/갈
믹스견,중,1,3,1,16.7,1085.5,M,N,갈색
믹스견,중,1,5,1,16.7,1085.5,F,N,하양
믹스견,중,1,2,1,16.8,1092,M,N,갈/흰
믹스견,중,1,2,1,16.9,1098.5,M,N,흰색
믹스견,중,1,0,0.8,17,1105,F,U,흰/노
믹스견,중,1,0,0.8,17,1105,M,U,흰/갈
믹스견,중,1,1,1,17,1105,M,N,흰
믹스견,중,1,1,1,17,1105,M,N,백갈
믹스견,중,1,1,1,17,1105,M,U,아이보리
믹스견,중,1,1,1,17,1105,F,U,흰
믹스견,중,1,1,1,17,1105,F,U,갈/흰
믹스견,중,1,1,1,17,1105,M,N,검정
믹스견,중,1,1,1,17,1105,M,N,갈/흰
믹스견,중,1,1,1,17,1105,F,U,흰색
믹스견,중,1,1,1,17,1105,M,N,흰색
믹스견,중,1,1,1,17,1105,M,N,흰색
믹스견,중,1,1,1,17,1105,M,N,흰
믹스견,중,1,1,1,17,1105,F,U,흰/갈
믹스견,중,1,1,1,17,1105,M,N,흰색
믹스견,중,1,1,1,17,1105,M,N,흰
믹스견,중,1,1,1,17,1105,M,N,흰
믹스견,중,1,2,1,17,1105,M,N,흰
믹스견,중,1,2,1,17,1105,F,U,갈/흰
믹스견,중,1,2,1,17,1105,F,N,검정
믹스견,중,1,2,1,17,1105,F,U,검/갈/노
믹스견,중,1,2,1,17,1105,M,U,검
믹스견,중,1,2,1,17,1105,F,N,갈색
믹스견,중,1,2,1,17,1105,F,N,흰색
믹스견,중,1,2,1,17,1105,F,U,흰/노
믹스견,중,1,2,1,17,1105,F,U,흰/갈/검
믹스견,중,1,2,1,17,1105,F,U,갈/검/흰
믹스견,중,1,2,1,17,1105,M,N,갈색
믹스견,중,1,2,1,17,1105,F,U,갈색
믹스견,중,1,2,1,17,1105,F,U,갈/흰
믹스견,중,1,2,1,17,1105,F,U,갈/흰
믹스견,중,1,2,1,17,1105,F,N,호반색
믹스견,중,1,2,1,17,1105,M,N,검
믹스견,중,1,2,1,17,1105,M,N,흰
믹스견,중,1,2,1,17,1105,F,N,검흰
믹스견,중,1,2,1,17,1105,F,U,검/흰
믹스견,중,1,2,1,17,1105,M,N,회색
믹스견,중,1,2,1,17,1105,F,U,갈/흰
믹스견,중,1,2,1,17,1105,F,U,갈/흰
믹스견,중,1,2,1,17,1105,F,N,흰색
믹스견,중,1,2,1,17,1105,M,N,"갈색,검정"
믹스견,중,1,2,1,17,1105,F,U,흰색
믹스견,중,1,2,1,17,1105,M,N,흰
믹스견,중,1,2,1,17,1105,M,N,갈/검
믹스견,중,1,3,1,17,1105,F,U,흰
믹스견,중,1,3,1,17,1105,F,N,흰색
믹스견,중,1,3,1,17,1105,F,N,검정
믹스견,중,1,3,1,17,1105,M,N,흰
믹스견,중,1,3,1,17,1105,F,N,옅은 갈색
믹스견,중,1,3,1,17,1105,M,N,백
믹스견,중,1,3,1,17,1105,M,N,갈색
믹스견,중,1,3,1,17,1105,F,U,흰/노
믹스견,중,1,3,1,17,1105,M,N,갈/흰
믹스견,중,1,3,1,17,1105,F,U,갈색
믹스견,중,1,3,1,17,1105,M,N,검/갈/흰
믹스견,중,1,3,1,17,1105,M,N,아이보리
믹스견,중,1,3,1,17,1105,M,N,흰
믹스견,중,1,3,1,17,1105,M,N,호피무늬
믹스견,중,1,3,1,17,1105,M,N,황색
믹스견,중,1,3,1,17,1105,M,N,"흰색,황색"
믹스견,중,1,3,1,17,1105,F,N,흰색
믹스견,중,1,3,1,17,1105,M,N,흰색
믹스견,중,1,3,1,17,1105,F,N,흑색
믹스견,중,1,3,1,17,1105,M,N,"검정, 흰색"
믹스견,중,1,3,1,17,1105,M,N,검/갈/흰
믹스견,중,1,3,1,17,1105,M,N,검정/갈색
믹스견,중,1,3,1,17,1105,F,N,흰색
믹스견,중,1,4,1,17,1105,Q,U,갈흑백
믹스견,중,1,4,1,17,1105,M,N,갈/연갈
믹스견,중,1,4,1,17,1105,F,U,회색
믹스견,중,1,4,1,17,1105,F,N,흰색
믹스견,중,1,4,1,17,1105,M,N,연갈/흰
믹스견,중,1,4,1,17,1105,M,N,검정
믹스견,중,1,4,1,17,1105,F,U,흰색
믹스견,중,1,4,1,17,1105,M,N,흰색
믹스견,중,1,4,1,17,1105,M,N,흰
믹스견,중,1,4,1,17,1105,F,N,갈색
믹스견,중,1,5,1,17,1105,F,U,아이보리
믹스견,중,1,5,1,17,1105,F,N,흰색
믹스견,중,1,5,1,17,1105,M,N,흰색
믹스견,중,1,5,1,17,1105,F,U,크림색
믹스견,중,1,5,1,17,1105,M,U,백갈색
믹스견,중,1,6,1,17,1105,F,N,흰색
믹스견,중,1,6,1,17,1105,F,U,흰색
믹스견,중,1,6,1,17,1105,F,N,흰색
믹스견,중,1,3,1,17.2,1118,M,N,갈색
믹스견,중,1,3,1,17.4,1131,F,N,흰색
믹스견,중,1,3,1,17.4,1131,M,N,갈색.흰색
믹스견,중,1,5,1,17.5,1137.5,M,N,흰색
믹스견,중,1,2,1,17.6,1144,M,N,흰색
믹스견,중,1,3,1,17.6,1144,M,N,흰색
믹스견,중,1,2,1,17.7,1150.5,M,N,흰
믹스견,중,1,6,1,17.7,1150.5,M,N,옅은 갈색/하양
믹스견,중,1,0,0.8,17.8,1157,F,U,흰/갈
믹스견,중,1,0,0.8,17.8,1157,M,U,흰
믹스견,중,1,3,1,17.8,1157,M,N,흰/갈
믹스견,중,1,5,1,17.8,1157,M,N,갈색/하양
믹스견,중,1,3,1,17.9,1163.5,M,N,흰색
믹스견,중,1,3,1,17.9,1163.5,M,N,크림색
믹스견,중,1,0,0.8,18,1170,F,U,갈/흰
믹스견,중,1,0,0.8,18,1170,M,N,갈/흰
믹스견,중,1,1,1,18,1170,M,N,갈/흰
믹스견,중,1,1,1,18,1170,M,N,옅은갈색
믹스견,중,1,1,1,18,1170,F,U,검정색
믹스견,중,1,1,1,18,1170,F,U,흰/갈
믹스견,중,1,1,1,18,1170,F,U,흰색
믹스견,중,1,1,1,18,1170,M,N,흰색
믹스견,중,1,1,1,18,1170,F,N,검정
믹스견,중,1,1,1,18,1170,F,U,흰/갈
믹스견,중,1,2,1,18,1170,M,N,호피
믹스견,중,1,2,1,18,1170,M,U,검정색
믹스견,중,1,2,1,18,1170,F,U,갈/검/흰
믹스견,중,1,2,1,18,1170,M,U,흰색
믹스견,중,1,2,1,18,1170,M,N,흰색
믹스견,중,1,2,1,18,1170,M,N,흰색
믹스견,중,1,2,1,18,1170,M,N,"황색,검정"
믹스견,중,1,2,1,18,1170,M,N,검/갈
믹스견,중,1,2,1,18,1170,F,U,흰
믹스견,중,1,2,1,18,1170,M,N,"검은색,갈색"
믹스견,중,1,2,1,18,1170,F,U,연갈
믹스견,중,1,2,1,18,1170,F,N,연한갈색
믹스견,중,1,2,1,18,1170,F,U,흰색
믹스견,중,1,2,1,18,1170,F,U,갈/흰
믹스견,중,1,2,1,18,1170,F,U,갈색
믹스견,중,1,2,1,18,1170,M,N,흰/갈
믹스견,중,1,2,1,18,1170,M,N,갈/흰
믹스견,중,1,2,1,18,1170,M,U,갈색
믹스견,중,1,2,1,18,1170,F,N,흰색
믹스견,중,1,2,1,18,1170,M,U,검정
믹스견,중,1,2,1,18,1170,M,N,갈색
믹스견,중,1,2,1,18,1170,M,U,흰갈색
믹스견,중,1,2,1,18,1170,M,U,갈색
믹스견,중,1,2,1,18,1170,F,U,흑백
믹스견,중,1,2,1,18,1170,M,N,"흰색,갈색"
믹스견,중,1,2,1,18,1170,M,N,흰/갈
믹스견,중,1,2,1,18,1170,F,U,흰/갈
믹스견,중,1,2,1,18,1170,M,U,베이지
믹스견,중,1,2,1,18,1170,M,N,검/흰
믹스견,중,1,2,1,18,1170,M,N,흰색
믹스견,중,1,2,1,18,1170,M,N,갈/검/흰
믹스견,중,1,2,1,18,1170,M,Y,황색
믹스견,중,1,3,1,18,1170,M,N,갈
믹스견,중,1,3,1,18,1170,M,N,갈색
믹스견,중,1,3,1,18,1170,F,U,황색
믹스견,중,1,3,1,18,1170,F,N,흰색
믹스견,중,1,3,1,18,1170,M,N,흑갈색
믹스견,중,1,3,1,18,1170,M,N,흑갈색
믹스견,중,1,3,1,18,1170,M,U,검정
믹스견,중,1,3,1,18,1170,M,N,검갈
믹스견,중,1,3,1,18,1170,M,N,흰색
믹스견,중,1,3,1,18,1170,M,N,흰색
믹스견,중,1,3,1,18,1170,M,Y,검정색
믹스견,중,1,3,1,18,1170,F,U,갈색
믹스견,중,1,3,1,18,1170,M,N,흰
믹스견,중,1,3,1,18,1170,F,U,갈색호피무늬
믹스견,중,1,3,1,18,1170,F,U,검/갈
믹스견,중,1,3,1,18,1170,M,N,흰색
믹스견,중,1,3,1,18,1170,F,N,흰색
믹스견,중,1,3,1,18,1170,F,U,연한 고동색
믹스견,중,1,3,1,18,1170,F,U,붉은갈색
믹스견,중,1,3,1,18,1170,F,N,갈색
믹스견,중,1,3,1,18,1170,F,N,흰색
믹스견,중,1,3,1,18,1170,M,N,연갈색
믹스견,중,1,3,1,18,1170,M,N,호피무늬
믹스견,중,1,3,1,18,1170,F,U,갈/검/흰
믹스견,중,1,3,1,18,1170,F,N,갈색
믹스견,중,1,4,1,18,1170,F,U,흰
믹스견,중,1,4,1,18,1170,M,N,흰색
믹스견,중,1,4,1,18,1170,F,N,흰색
믹스견,중,1,4,1,18,1170,M,U,"흰색,갈색"
믹스견,중,1,4,1,18,1170,M,N,흑갈색
믹스견,중,1,4,1,18,1170,M,N,흰색
믹스견,중,1,4,1,18,1170,M,N,흰색
믹스견,중,1,4,1,18,1170,M,U,"검정,흰색"
믹스견,중,1,4,1,18,1170,M,N,흰색
믹스견,중,1,4,1,18,1170,M,N,흰/갈
믹스견,중,1,4,1,18,1170,M,N,호피무늬
믹스견,중,1,4,1,18,1170,F,U,갈/흰
믹스견,중,1,4,1,18,1170,M,N,흰색
믹스견,중,1,4,1,18,1170,M,N,흰
믹스견,중,1,5,1,18,1170,M,N,누렁색
믹스견,중,1,5,1,18,1170,M,Y,흰색
믹스견,중,1,5,1,18,1170,F,U,누렁색
믹스견,중,1,5,1,18,1170,M,N,흰색
믹스견,중,1,5,1,18,1170,M,N,흰색
믹스견,중,1,5,1,18,1170,M,N,황색
믹스견,중,1,5,1,18,1170,M,U,검정
믹스견,중,1,5,1,18,1170,F,U,검/흰
믹스견,중,1,6,1,18,1170,M,N,흑갈색
믹스견,중,1,6,1,18,1170,M,N,호피무늬
믹스견,중,1,6,1,18,1170,F,U,흰색
믹스견,중,1,7,1,18,1170,M,N,갈색
믹스견,중,1,8,0.5,18,1170,M,N,베이지색
믹스견,중,1,10,0.5,18,1170,F,N,크림
믹스견,중,1,4,1,18.01,1170.65,F,N,검정/갈색
믹스견,중,1,5,1,18.3,1189.5,M,N,흰/갈
믹스견,중,1,5,1,18.3,1189.5,M,N,흰색
믹스견,중,1,2,1,18.4,1196,F,N,흰색
믹스견,중,1,2,1,18.5,1202.5,M,Y,백색
믹스견,중,1,2,1,18.5,1202.5,M,N,흰색
믹스견,중,1,4,1,18.5,1202.5,F,N,흰색
믹스견,중,1,5,1,18.5,1202.5,M,N,누렁색
믹스견,중,1,6,1,18.5,1202.5,M,U,흰색
믹스견,중,1,2,1,18.7,1215.5,M,N,검정. 흰색
믹스견,중,1,3,1,18.9,1228.5,M,N,흰색
믹스견,중,1,5,1,18.9,1228.5,M,N,갈색
믹스견,중,1,1,1,19,1235,F,U,검
믹스견,중,1,1,1,19,1235,M,N,흑백
믹스견,중,1,1,1,19,1235,M,N,흰색
믹스견,중,1,1,1,19,1235,M,N,검/흰
믹스견,중,1,1,1,19,1235,F,N,흰색
믹스견,중,1,2,1,19,1235,M,N,흰색
믹스견,중,1,2,1,19,1235,M,U,흰색
믹스견,중,1,2,1,19,1235,M,N,검/흰
믹스견,중,1,2,1,19,1235,M,N,갈/검/흰
믹스견,중,1,2,1,19,1235,F,U,흰색
믹스견,중,1,3,1,19,1235,M,N,검정색
믹스견,중,1,3,1,19,1235,F,N,갈색
믹스견,중,1,3,1,19,1235,M,U,"갈색,검정"
믹스견,중,1,3,1,19,1235,M,N,흰색
믹스견,중,1,3,1,19,1235,F,U,흰색
믹스견,중,1,3,1,19,1235,M,N,흰갈
믹스견,중,1,3,1,19,1235,M,U,검/흰
믹스견,중,1,4,1,19,1235,M,N,연갈색
믹스견,중,1,4,1,19,1235,F,U,갈/흰
믹스견,중,1,4,1,19,1235,M,N,흰/갈
믹스견,중,1,4,1,19,1235,M,N,흰색
믹스견,중,1,4,1,19,1235,M,N,크림색
믹스견,중,1,4,1,19,1235,M,N,흰색
믹스견,중,1,4,1,19,1235,F,N,갈색/흰색
믹스견,중,1,4,1,19,1235,F,N,흰색
믹스견,중,1,5,1,19,1235,F,N,갈색
믹스견,중,1,5,1,19,1235,M,N,옅은 갈색
믹스견,중,1,5,1,19,1235,F,N,크림색
믹스견,중,1,5,1,19,1235,M,N,흰색
믹스견,중,1,5,1,19,1235,M,N,흰색
믹스견,중,1,5,1,19,1235,M,N,누렁색
믹스견,중,1,5,1,19,1235,M,N,흰색
믹스견,중,1,5,1,19,1235,M,Y,흰검
믹스견,중,1,6,1,19,1235,M,N,흰색
믹스견,중,1,6,1,19,1235,M,N,흰색
믹스견,중,1,6,1,19,1235,M,N,흰색
믹스견,중,1,6,1,19,1235,M,N,황갈색
믹스견,중,1,6,1,19,1235,F,U,누렁색
믹스견,중,1,7,1,19,1235,M,N,누렁색
믹스견,중,1,1,1,19.5,1267.5,F,U,"흰색,갈색"
믹스견,중,1,5,1,19.5,1267.5,M,N,누렁색
믹스견,중,1,5,1,19.5,1267.5,M,N,연갈
믹스견,중,1,6,1,19.5,1267.5,M,N,흰색
믹스견,중,1,1,1,19.8,1287,M,N,갈/흰
믹스견,중,1,1,1,19.9,1293.5,M,N,갈/흰
믹스견,대,2,0,0.8,20,1300,F,U,백
믹스견,대,2,0,0.8,20,1300,F,U,흑갈백
믹스견,대,2,1,1,20,1300,F,U,갈백
믹스견,대,2,1,1,20,1300,F,U,갈백
믹스견,대,2,1,1,20,1300,M,N,갈
믹스견,대,2,1,1,20,1300,F,U,갈
믹스견,대,2,1,1,20,1300,M,N,백
믹스견,대,2,1,1,20,1300,M,N,백
믹스견,대,2,1,1,20,1300,F,U,갈/흰
믹스견,대,2,1,1,20,1300,M,N,백
믹스견,대,2,1,1,20,1300,M,N,"갈색,검은색"
믹스견,대,2,1,1,20,1300,F,U,흰
믹스견,대,2,1,1,20,1300,M,N,흰색
믹스견,대,2,1,1,20,1300,M,U,흰
믹스견,대,2,1,1,20,1300,F,U,흰
믹스견,대,2,1,1,20,1300,M,N,백
믹스견,대,2,1,1,20,1300,F,U,갈백
믹스견,대,2,1,1,20,1300,M,N,흰색
믹스견,대,2,2,1,20,1300,M,N,흑갈
믹스견,대,2,2,1,20,1300,M,N,갈/흰
믹스견,대,2,2,1,20,1300,M,N,흰/검
믹스견,대,2,2,1,20,1300,M,N,백갈
믹스견,대,2,2,1,20,1300,F,N,흰
믹스견,대,2,2,1,20,1300,M,U,검정색
믹스견,대,2,2,1,20,1300,M,N,흰색
믹스견,대,2,2,1,20,1300,F,N,흰색
믹스견,대,2,2,1,20,1300,F,U,갈색
믹스견,대,2,2,1,20,1300,F,N,크림색
믹스견,대,2,2,1,20,1300,F,U,흰색
믹스견,대,2,2,1,20,1300,F,N,흰색검정
믹스견,대,2,2,1,20,1300,M,N,흰색
믹스견,대,2,2,1,20,1300,M,N,백
믹스견,대,2,2,1,20,1300,M,N,검/갈/흰
믹스견,대,2,2,1,20,1300,M,N,갈색
믹스견,대,2,2,1,20,1300,F,N,흰
믹스견,대,2,2,1,20,1300,F,N,갈색
믹스견,대,2,2,1,20,1300,M,U,"갈색,검정"
믹스견,대,2,2,1,20,1300,M,N,검/갈/흰
믹스견,대,2,2,1,20,1300,F,U,흰/갈
믹스견,대,2,2,1,20,1300,M,N,갈색
믹스견,대,2,2,1,20,1300,M,N,검정색
믹스견,대,2,2,1,20,1300,F,U,"검정,흰색"
믹스견,대,2,2,1,20,1300,M,N,갈
믹스견,대,2,2,1,20,1300,F,N,황색
믹스견,대,2,2,1,20,1300,M,U,베이지
믹스견,대,2,2,1,20,1300,M,N,흰색
믹스견,대,2,2,1,20,1300,F,U,흰색
믹스견,대,2,3,1,20,1300,M,N,검/흰
믹스견,대,2,3,1,20,1300,M,N,흰/갈
믹스견,대,2,3,1,20,1300,M,U,흰색
믹스견,대,2,3,1,20,1300,F,U,크림색
믹스견,대,2,3,1,20,1300,F,U,밝은갈색
믹스견,대,2,3,1,20,1300,F,N,흰
믹스견,대,2,3,1,20,1300,M,N,갈색
믹스견,대,2,3,1,20,1300,M,U,붉은갈색
믹스견,대,2,3,1,20,1300,F,U,황색
믹스견,대,2,3,1,20,1300,F,N,황색
믹스견,대,2,3,1,20,1300,F,N,갈색
믹스견,대,2,3,1,20,1300,M,N,백
믹스견,대,2,3,1,20,1300,M,N,흰색
믹스견,대,2,3,1,20,1300,F,U,흑
믹스견,대,2,3,1,20,1300,M,N,갈색
믹스견,대,2,3,1,20,1300,M,N,흰색
믹스견,대,2,3,1,20,1300,M,N,갈색
믹스견,대,2,3,1,20,1300,F,U,흰/갈
믹스견,대,2,3,1,20,1300,M,N,검회색/크림
믹스견,대,2,3,1,20,1300,M,N,흰색
믹스견,대,2,3,1,20,1300,M,N,검정/흰색
믹스견,대,2,3,1,20,1300,M,N,흰색
믹스견,대,2,3,1,20,1300,M,U,흰색
믹스견,대,2,3,1,20,1300,M,N,흰색
믹스견,대,2,3,1,20,1300,M,N,호피무늬
믹스견,대,2,4,1,20,1300,F,U,흰
믹스견,대,2,4,1,20,1300,M,N,흰색
믹스견,대,2,4,1,20,1300,F,U,옅은갈색
믹스견,대,2,4,1,20,1300,F,U,갈/노/흰
믹스견,대,2,4,1,20,1300,M,U,흰색
믹스견,대,2,4,1,20,1300,M,N,"검정색, 흰색"
믹스견,대,2,4,1,20,1300,M,N,검/갈
믹스견,대,2,4,1,20,1300,M,U,옅은갈색
믹스견,대,2,4,1,20,1300,M,N,검정색
믹스견,대,2,4,1,20,1300,M,N,하양
믹스견,대,2,4,1,20,1300,M,N,크림색
믹스견,대,2,4,1,20,1300,M,U,흰색
믹스견,대,2,4,1,20,1300,M,N,갈/흰
믹스견,대,2,5,1,20,1300,F,N,흰색
믹스견,대,2,5,1,20,1300,F,U,흰색
믹스견,대,2,5,1,20,1300,F,N,흰색
믹스견,대,2,5,1,20,1300,M,U,흰색
믹스견,대,2,5,1,20,1300,M,U,호랑이무늬
믹스견,대,2,5,1,20,1300,M,N,갈색
믹스견,대,2,5,1,20,1300,M,Y,백
믹스견,대,2,5,1,20,1300,M,N,크림색
믹스견,대,2,5,1,20,1300,M,N,흰색
믹스견,대,2,5,1,20,1300,M,N,흰
믹스견,대,2,5,1,20,1300,F,N,흰색
믹스견,대,2,5,1,20,1300,M,N,갈/흰
믹스견,대,2,6,1,20,1300,M,N,갈색
믹스견,대,2,6,1,20,1300,F,U,흰색
믹스견,대,2,6,1,20,1300,F,U,갈/검/흰
믹스견,대,2,6,1,20,1300,M,N,검/흰
믹스견,대,2,6,1,20,1300,F,U,누렁색
믹스견,대,2,7,1,20,1300,M,N,아이보리
믹스견,대,2,7,1,20,1300,M,N,연갈색
믹스견,대,2,7,1,20,1300,M,N,흰/갈
믹스견,대,2,7,1,20,1300,M,N,검
믹스견,대,2,8,0.5,20,1300,F,N,흰색
믹스견,대,2,8,0.5,20,1300,M,N,흰색
믹스견,대,2,3,1,20.3,1319.5,M,N,초코색.흰색
믹스견,대,2,5,1,20.3,1319.5,M,N,흰색
믹스견,대,2,0,0.8,21,1365,F,U,검/갈
믹스견,대,2,0,0.8,21,1365,M,N,갈백색
믹스견,대,2,1,1,21,1365,M,N,흰색
믹스견,대,2,1,1,21,1365,M,N,갈/흰
믹스견,대,2,2,1,21,1365,F,U,흰색
믹스견,대,2,2,1,21,1365,F,N,갈색
믹스견,대,2,2,1,21,1365,M,N,검/갈/흰
믹스견,대,2,2,1,21,1365,F,N,흰색
믹스견,대,2,2,1,21,1365,M,N,갈/흰
믹스견,대,2,2,1,21,1365,M,N,흰/갈
믹스견,대,2,2,1,21,1365,F,N,"갈색,검정"
믹스견,대,2,3,1,21,1365,F,N,흰색
믹스견,대,2,3,1,21,1365,F,N,흰색
믹스견,대,2,3,1,21,1365,M,N,흰색
믹스견,대,2,3,1,21,1365,F,N,옅은갈색
믹스견,대,2,3,1,21,1365,M,N,갈색
믹스견,대,2,3,1,21,1365,M,N,갈/검/흰
믹스견,대,2,3,1,21,1365,F,U,옅은갈색
믹스견,대,2,3,1,21,1365,M,N,갈/검/흰
믹스견,대,2,3,1,21,1365,M,N,갈/흰
믹스견,대,2,3,1,21,1365,F,U,갈/흰
믹스견,대,2,3,1,21,1365,M,N,갈/흰
믹스견,대,2,3,1,21,1365,M,U,흰색
믹스견,대,2,3,1,21,1365,M,N,흑갈색
믹스견,대,2,4,1,21,1365,M,N,흰색
믹스견,대,2,4,1,21,1365,M,N,갈색
믹스견,대,2,4,1,21,1365,M,N,갈색
믹스견,대,2,5,1,21,1365,M,N,흰색
믹스견,대,2,5,1,21,1365,F,N,갈색
믹스견,대,2,6,1,21,1365,F,U,흰색
믹스견,대,2,6,1,21,1365,M,N,연갈색
믹스견,대,2,8,0.5,21,1365,F,N,흰색
믹스견,대,2,8,0.5,21,1365,M,N,검정
믹스견,대,2,1,1,21.5,1397.5,M,N,갈색
믹스견,대,2,3,1,21.5,1397.5,F,U,갈/검/흰
믹스견,대,2,2,1,21.7,1410.5,M,N,흰
믹스견,대,2,4,1,21.7,1410.5,M,N,갈색
믹스견,대,2,1,1,22,1430,M,N,갈/검
믹스견,대,2,2,1,22,1430,F,N,흰색
믹스견,대,2,2,1,22,1430,M,N,갈/검/흰
믹스견,대,2,2,1,22,1430,M,N,갈/흰
믹스견,대,2,2,1,22,1430,F,U,검/흰
믹스견,대,2,3,1,22,1430,F,U,흰색
믹스견,대,2,3,1,22,1430,M,U,흰색
믹스견,대,2,3,1,22,1430,F,U,흰/연갈
믹스견,대,2,3,1,22,1430,M,N,진갈
믹스견,대,2,3,1,22,1430,F,U,갈/흰
믹스견,대,2,4,1,22,1430,F,N,흰검
믹스견,대,2,4,1,22,1430,M,N,아이보리
믹스견,대,2,4,1,22,1430,F,U,갈/흰
믹스견,대,2,4,1,22,1430,M,N,갈색
믹스견,대,2,4,1,22,1430,M,N,흰색
믹스견,대,2,5,1,22,1430,M,N,크림색
믹스견,대,2,5,1,22,1430,M,N,흰색
믹스견,대,2,5,1,22,1430,M,N,흰색
믹스견,대,2,6,1,22,1430,F,N,"검정색, 갈색"
믹스견,대,2,12,0.5,22,1430,F,Y,갈색
믹스견,대,2,4,1,22.3,1449.5,M,N,크림색
믹스견,대,2,4,1,22.3,1449.5,M,N,"갈색,검점"
믹스견,대,2,5,1,22.7,1475.5,M,N,흰색
믹스견,대,2,1,1,23,1495,M,N,"회색,황색,검정"
믹스견,대,2,1,1,23,1495,M,N,호피무늬
믹스견,대,2,2,1,23,1495,M,N,흰색
