품종,크기(체중에따른),크기(라벨링),나이,산책시간(시간),체중,적정음수량,성별,중성화여부,색상
믹스견,소,0,0,0.8,1.5,97.5,F,N,"흑색, 갈색"
믹스견,소,0,0,0.8,1.5,97.5,F,N,검정+갈색
믹스견,소,0,0,0.8,1.5,97.5,F,U,갈색
믹스견,소,0,0,0.8,1.5,97.5,F,N,갈흑백
믹스견,소,0,0,0.8,1.5,97.5,M,N,흰색
믹스견,소,0,0,0.8,1.5,97.5,F,N,흰색
믹스견,소,0,0,0.8,1.5,97.5,M,N,크림색
믹스견,소,0,0,0.8,1.5,97.5,F,N,크림색
믹스견,소,0,0,0.8,1.5,97.5,F,N,연갈색
믹스견,소,0,0,0.8,1.5,97.5,F,N,밤색
믹스견,소,0,0,0.8,1.5,97.5,F,U,갈/검/흰
믹스견,소,0,0,0.8,1.5,97.5,M,N,갈/검/흰
믹스견,소,0,0,0.8,1.5,97.5,F,U,갈/검/흰
믹스견,소,0,1,1,1.5,97.5,M,U,크림색
믹스견,소,0,1,1,1.5,97.5,M,N,회갈색
믹스견,소,0,1,1,1.5,97.5,F,N,검갈색
믹스견,소,0,1,1,1.5,97.5,F,N,흑회색
믹스견,소,0,1,1,1.5,97.5,M,N,흰색
믹스견,소,0,1,1,1.5,97.5,F,U,갈/흰
믹스견,소,0,1,1,1.5,97.5,M,N,갈/흰
믹스견,소,0,1,1,1.5,97.5,F,U,갈/흰
믹스견,소,0,1,1,1.5,97.5,F,N,검정
믹스견,소,0,1,1,1.5,97.5,M,N,흰색
믹스견,소,0,0,0.8,1.51,98.15,F,U,흰색
믹스견,소,0,0,0.8,1.54,100.1,M,N,백색
믹스견,소,0,0,0.8,1.55,100.75,M,N,갈/흰
믹스견,소,0,1,1,1.56,101.4,F,N,연갈색
믹스견,소,0,1,1,1.56,101.4,F,N,흰색
믹스견,소,0,0,0.8,1.6,104,M,N,갈색
믹스견,소,0,0,0.8,1.6,104,F,N,갈색
믹스견,소,0,0,0.8,1.6,104,M,N,연갈색
믹스견,소,0,0,0.8,1.6,104,M,N,흑갈색
믹스견,소,0,0,0.8,1.6,104,M,N,검/갈
믹스견,소,0,0,0.8,1.6,104,F,N,흰색
믹스견,소,0,0,0.8,1.6,104,F,N,연갈색
믹스견,소,0,0,0.8,1.6,104,M,N,흑갈색
믹스견,소,0,0,0.8,1.6,104,M,N,흑갈색
믹스견,소,0,0,0.8,1.6,104,M,N,흰색
믹스견,소,0,0,0.8,1.6,104,M,N,갈색
믹스견,소,0,0,0.8,1.6,104,F,U,흰회색
믹스견,소,0,0,0.8,1.6,104,F,N,크림색
믹스견,소,0,0,0.8,1.6,104,M,N,흰갈색
믹스견,소,0,0,0.8,1.6,104,F,U,검/갈/흰
믹스견,소,0,0,0.8,1.6,104,M,U,짙은갈색
믹스견,소,0,0,0.8,1.6,104,F,N,흑갈색
믹스견,소,0,0,0.8,1.6,104,M,N,흰색
믹스견,소,0,0,0.8,1.6,104,M,N,흰
믹스견,소,0,0,0.8,1.6,104,M,N,흰색
믹스견,소,0,0,0.8,1.6,104,F,N,흰색
믹스견,소,0,0,0.8,1.6,104,M,N,갈/검/흰
믹스견,소,0,0,0.8,1.6,104,F,N,크림색
믹스견,소,0,0,0.8,1.6,104,F,N,흰색
믹스견,소,0,0,0.8,1.6,104,F,N,크림색
믹스견,소,0,0,0.8,1.6,104,F,U,흰/갈
믹스견,소,0,0,0.8,1.6,104,M,N,검/흰
믹스견,소,0,0,0.8,1.6,104,M,N,황갈색
믹스견,소,0,0,0.8,1.6,104,M,N,"검정색, 흰색"
믹스견,소,0,0,0.8,1.6,104,F,N,크림색
믹스견,소,0,0,0.8,1.6,104,M,N,흑갈색
믹스견,소,0,0,0.8,1.6,104,M,N,크림색
믹스견,소,0,0,0.8,1.6,104,M,N,흰색
믹스견,소,0,0,0.8,1.6,104,M,N,흰색
믹스견,소,0,0,0.8,1.6,104,F,U,갈/흰
믹스견,소,0,1,1,1.6,104,M,N,"회갈색, 흰색"
믹스견,소,0,1,1,1.6,104,F,N,흰색
믹스견,소,0,1,1,1.6,104,M,N,흰색
믹스견,소,0,1,1,1.6,104,M,N,"흰색,황색"
믹스견,소,0,1,1,1.6,104,F,N,"황색,흰색"
믹스견,소,0,0,0.8,1.61,104.65,M,N,흰색
믹스견,소,0,0,0.8,1.61,104.65,F,N,3가지 색이 섞여 있음
믹스견,소,0,0,0.8,1.62,105.3,M,U,"흰색,황색"
믹스견,소,0,0,0.8,1.62,105.3,F,N,옅은갈색/하양
믹스견,소,0,0,0.8,1.62,105.3,M,N,갈색
믹스견,소,0,1,1,1.62,105.3,F,N,갈색
믹스견,소,0,0,0.8,1.63,105.95,F,N,베이지
믹스견,소,0,0,0.8,1.64,106.6,F,U,갈/노/흰
믹스견,소,0,0,0.8,1.65,107.25,F,U,흰색
믹스견,소,0,0,0.8,1.65,107.25,M,N,갈/흰
믹스견,소,0,0,0.8,1.66,107.9,M,N,갈/노/검
믹스견,소,0,0,0.8,1.67,108.55,F,U,"갈색,검정"
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈색
믹스견,소,0,0,0.8,1.7,110.5,F,U,흰
믹스견,소,0,0,0.8,1.7,110.5,F,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰
믹스견,소,0,0,0.8,1.7,110.5,F,U,검/흰/갈
믹스견,소,0,0,0.8,1.7,110.5,F,N,갈색
믹스견,소,0,0,0.8,1.7,110.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈색
믹스견,소,0,0,0.8,1.7,110.5,F,N,갈백색
믹스견,소,0,0,0.8,1.7,110.5,M,N,크림색
믹스견,소,0,0,0.8,1.7,110.5,M,N,크림색
믹스견,소,0,0,0.8,1.7,110.5,M,N,크림색
믹스견,소,0,0,0.8,1.7,110.5,F,U,크림색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰/갈
믹스견,소,0,0,0.8,1.7,110.5,F,N,크림색
믹스견,소,0,0,0.8,1.7,110.5,M,N,연갈색
믹스견,소,0,0,0.8,1.7,110.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈/검/흰
믹스견,소,0,0,0.8,1.7,110.5,M,N,"크림색, 흰색"
믹스견,소,0,0,0.8,1.7,110.5,F,N,호피
믹스견,소,0,0,0.8,1.7,110.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,검/갈/흰
믹스견,소,0,0,0.8,1.7,110.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.7,110.5,M,N,갈색 검정
믹스견,소,0,0,0.8,1.7,110.5,F,N,크림색
믹스견,소,0,0,0.8,1.7,110.5,F,N,갈백흑
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰/갈
믹스견,소,0,0,0.8,1.7,110.5,M,N,"황색,흰색"
믹스견,소,0,0,0.8,1.7,110.5,F,N,회갈색
믹스견,소,0,0,0.8,1.7,110.5,M,U,갈색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,F,N,갈색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.7,110.5,F,N,흰갈색
믹스견,소,0,0,0.8,1.7,110.5,M,N,흰검정색
믹스견,소,0,1,1,1.7,110.5,F,N,갈색
믹스견,소,0,1,1,1.7,110.5,F,N,갈색
믹스견,소,0,1,1,1.7,110.5,M,N,갈색
믹스견,소,0,1,1,1.7,110.5,M,N,갈색
믹스견,소,0,1,1,1.7,110.5,M,N,"흰색,황색"
믹스견,소,0,1,1,1.7,110.5,M,N,흰색
믹스견,소,0,0,0.8,1.72,111.8,F,N,백색
믹스견,소,0,0,0.8,1.72,111.8,F,N,크림
믹스견,소,0,0,0.8,1.72,111.8,F,N,베이지
믹스견,소,0,0,0.8,1.73,112.45,M,U,"갈색,검정"
믹스견,소,0,0,0.8,1.74,113.1,F,N,황색
믹스견,소,0,0,0.8,1.75,113.75,M,N,베이지색
믹스견,소,0,0,0.8,1.75,113.75,M,N,흰색
믹스견,소,0,0,0.8,1.78,115.7,M,N,베이지
믹스견,소,0,1,1,1.79,116.35,M,Y,"갈색, 흑색"
믹스견,소,0,0,0.8,1.8,117,M,N,흰
믹스견,소,0,0,0.8,1.8,117,M,N,갈/검/흰
믹스견,소,0,0,0.8,1.8,117,F,N,갈색
믹스견,소,0,0,0.8,1.8,117,F,N,흰색
믹스견,소,0,0,0.8,1.8,117,M,N,"검정,갈색"
믹스견,소,0,0,0.8,1.8,117,F,N,갈색
믹스견,소,0,0,0.8,1.8,117,M,N,갈/노
믹스견,소,0,0,0.8,1.8,117,F,U,갈/검/흰
믹스견,소,0,0,0.8,1.8,117,M,N,갈/노
믹스견,소,0,0,0.8,1.8,117,M,N,검은색
믹스견,소,0,0,0.8,1.8,117,F,N,크림색
믹스견,소,0,0,0.8,1.8,117,F,N,쵸코
믹스견,소,0,0,0.8,1.8,117,F,N,갈색
믹스견,소,0,0,0.8,1.8,117,F,N,흰색
믹스견,소,0,0,0.8,1.8,117,F,N,검정
믹스견,소,0,0,0.8,1.8,117,M,N,검/흰
믹스견,소,0,0,0.8,1.8,117,M,N,"검정색, 흰색"
믹스견,소,0,0,0.8,1.8,117,M,N,검/흰/갈
믹스견,소,0,0,0.8,1.8,117,F,N,호피
믹스견,소,0,0,0.8,1.8,117,F,N,흰색
믹스견,소,0,0,0.8,1.8,117,M,N,흰색
믹스견,소,0,0,0.8,1.8,117,M,N,갈색
믹스견,소,0,0,0.8,1.8,117,M,N,흰색
믹스견,소,0,0,0.8,1.8,117,F,N,상면 물골길 176-13
믹스견,소,0,0,0.8,1.8,117,F,U,흰/갈
믹스견,소,0,0,0.8,1.8,117,M,N,흰색
믹스견,소,0,0,0.8,1.8,117,F,N,"갈색,흰색"
믹스견,소,0,0,0.8,1.8,117,M,U,흰/갈
믹스견,소,0,0,0.8,1.8,117,F,N,회갈색
믹스견,소,0,0,0.8,1.8,117,M,N,베이지색
믹스견,소,0,0,0.8,1.8,117,M,N,검정색
믹스견,소,0,0,0.8,1.8,117,F,U,갈/흰
믹스견,소,0,0,0.8,1.8,117,F,N,베이지
믹스견,소,0,0,0.8,1.8,117,F,N,크림색
믹스견,소,0,1,1,1.8,117,F,N,"흰색,검정"
믹스견,소,0,1,1,1.8,117,F,N,검정색
믹스견,소,0,1,1,1.8,117,F,N,흰색
믹스견,소,0,1,1,1.8,117,M,N,갈색
믹스견,소,0,1,1,1.8,117,M,N,"흰색, 황색"
믹스견,소,0,0,0.8,1.82,118.3,M,N,갈/검/흰
믹스견,소,0,0,0.8,1.84,119.6,M,N,갈색
믹스견,소,0,0,0.8,1.84,119.6,F,N,흰색
믹스견,소,0,0,0.8,1.84,119.6,M,N,백색
믹스견,소,0,0,0.8,1.84,119.6,M,N,갈색
믹스견,소,0,1,1,1.84,119.6,M,N,검정
믹스견,소,0,0,0.8,1.86,120.9,M,U,갈/흰
믹스견,소,0,0,0.8,1.86,120.9,M,U,"갈색,검정"
믹스견,소,0,0,0.8,1.86,120.9,M,N,하양/크림
믹스견,소,0,0,0.8,1.86,120.9,M,N,갈색
믹스견,소,0,1,1,1.88,122.2,M,N,"흑색, 갈색"
믹스견,소,0,0,0.8,1.9,123.5,F,N,갈색
믹스견,소,0,0,0.8,1.9,123.5,F,N,"흰,검"
믹스견,소,0,0,0.8,1.9,123.5,M,N,갈색
믹스견,소,0,0,0.8,1.9,123.5,F,N,검은색
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰
믹스견,소,0,0,0.8,1.9,123.5,F,N,갈색
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰색
믹스견,소,0,0,0.8,1.9,123.5,F,N,흰색
믹스견,소,0,0,0.8,1.9,123.5,F,N,황갈색
믹스견,소,0,0,0.8,1.9,123.5,M,N,"흰색, 검정색"
믹스견,소,0,0,0.8,1.9,123.5,F,N,백색
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰/갈
믹스견,소,0,0,0.8,1.9,123.5,M,N,검정
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈/검/흰
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈/검/흰
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰색
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰/연갈
믹스견,소,0,0,0.8,1.9,123.5,F,N,크림색
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.9,123.5,M,N,갈색
믹스견,소,0,0,0.8,1.9,123.5,F,U,흰/갈
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈/흰/검
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰색
믹스견,소,0,0,0.8,1.9,123.5,F,N,블랙탄
믹스견,소,0,0,0.8,1.9,123.5,M,N,흰검정색
믹스견,소,0,0,0.8,1.9,123.5,F,U,검/흰
믹스견,소,0,0,0.8,1.9,123.5,F,U,갈/흰
믹스견,소,0,0,0.8,1.9,123.5,M,N,갈/검/흰
믹스견,소,0,1,1,1.9,123.5,F,N,"검정,흰색"
믹스견,소,0,1,1,1.9,123.5,M,N,흰색 연갈색
믹스견,소,0,1,1,1.9,123.5,F,N,검갈색
믹스견,소,0,1,1,1.9,123.5,M,Y,연갈색
믹스견,소,0,1,1,1.9,123.5,F,N,흰색
믹스견,소,0,1,1,1.9,123.5,M,N,흰색
믹스견,소,0,2,1,1.9,123.5,M,Y,갈검색
믹스견,소,0,0,0.8,1.91,124.15,F,N,갈색
믹스견,소,0,0,0.8,1.91,124.15,F,N,"갈색,검정"
믹스견,소,0,0,0.8,1.92,124.8,M,N,검정/하양
믹스견,소,0,1,1,1.96,127.4,M,N,검회색
믹스견,소,0,1,1,1.98,128.7,M,N,크림
믹스견,소,0,0,0.8,1.99,129.35,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰/갈
믹스견,소,0,0,0.8,2,130,M,N,흰+회색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,검/갈
믹스견,소,0,0,0.8,2,130,F,N,"흰,검"
믹스견,소,0,0,0.8,2,130,F,N,"흰,검"
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,진한 회색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,"흰색,검정"
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,U,갈/흰
믹스견,소,0,0,0.8,2,130,F,N,검은색
믹스견,소,0,0,0.8,2,130,M,N,검회흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색 검정
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,크림색
믹스견,소,0,0,0.8,2,130,M,N,크림색
믹스견,소,0,0,0.8,2,130,F,N,블랙탄
믹스견,소,0,0,0.8,2,130,F,U,흰색
믹스견,소,0,0,0.8,2,130,F,N,황갈색
믹스견,소,0,0,0.8,2,130,F,N,검정
믹스견,소,0,0,0.8,2,130,F,N,흰색에 갈색
믹스견,소,0,0,0.8,2,130,M,N,갈흑백
믹스견,소,0,0,0.8,2,130,M,N,갈흑백
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,U,검회색
믹스견,소,0,0,0.8,2,130,M,N,검
믹스견,소,0,0,0.8,2,130,F,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,연노랑
믹스견,소,0,0,0.8,2,130,F,N,블랙탄
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈백
믹스견,소,0,0,0.8,2,130,M,N,갈백
믹스견,소,0,0,0.8,2,130,M,N,흑갈백
믹스견,소,0,0,0.8,2,130,M,N,백
믹스견,소,0,0,0.8,2,130,M,N,백
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,U,갈색
믹스견,소,0,0,0.8,2,130,M,N,베이지
믹스견,소,0,0,0.8,2,130,F,N,베이지
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,초코색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,"흰색, 커피색"
믹스견,소,0,0,0.8,2,130,M,N,갈흑
믹스견,소,0,0,0.8,2,130,M,N,"회갈색, 흰색"
믹스견,소,0,0,0.8,2,130,F,N,백
믹스견,소,0,0,0.8,2,130,M,N,"흑갈색, 흰색"
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,U,갈/검/흰
믹스견,소,0,0,0.8,2,130,M,N,"갈색,흰색"
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,황색
믹스견,소,0,0,0.8,2,130,M,N,황색
믹스견,소,0,0,0.8,2,130,M,N,황색
믹스견,소,0,0,0.8,2,130,M,N,황색
믹스견,소,0,0,0.8,2,130,F,U,흑백색
믹스견,소,0,0,0.8,2,130,F,U,갈/검/흰
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,옅은갈색
믹스견,소,0,0,0.8,2,130,M,N,옅은갈색
믹스견,소,0,0,0.8,2,130,M,N,옅은갈색
믹스견,소,0,0,0.8,2,130,F,N,옅은갈색
믹스견,소,0,0,0.8,2,130,F,N,옅은갈색
믹스견,소,0,0,0.8,2,130,M,N,옅은갈색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,검/흰/갈
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,U,크림색
믹스견,소,0,0,0.8,2,130,F,U,크림색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,"갈색,검정"
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,M,N,"갈색,검정"
믹스견,소,0,0,0.8,2,130,M,N,"갈색,흰색,검정"
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,검정
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,F,N,"검정,흰색"
믹스견,소,0,0,0.8,2,130,M,N,"검정,갈색"
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,M,N,"갈색,검정"
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,M,N,갈/검/흰
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,검정ㄴ
믹스견,소,0,0,0.8,2,130,F,U,흰/갈
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,고동색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,"검정,고동"
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,"검정,갈색"
믹스견,소,0,0,0.8,2,130,F,U,검/갈
믹스견,소,0,0,0.8,2,130,F,U,검/갈
믹스견,소,0,0,0.8,2,130,F,N,아이보리
믹스견,소,0,0,0.8,2,130,F,N,아이보리
믹스견,소,0,0,0.8,2,130,F,N,호피
믹스견,소,0,0,0.8,2,130,M,N,베이지색
믹스견,소,0,0,0.8,2,130,F,Y,베이지색
믹스견,소,0,0,0.8,2,130,F,N,백
믹스견,소,0,0,0.8,2,130,F,N,진갈색
믹스견,소,0,0,0.8,2,130,F,N,베이지
믹스견,소,0,0,0.8,2,130,F,N,백
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,베이지
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,연갈색
믹스견,소,0,0,0.8,2,130,M,N,크림색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,M,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,황색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,아이보리색
믹스견,소,0,0,0.8,2,130,F,N,갈새
믹스견,소,0,0,0.8,2,130,M,N,"흰색,검정,갈색"
믹스견,소,0,0,0.8,2,130,F,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,M,N,"흰색,갈색,검정"
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,"흰색,갈색"
믹스견,소,0,0,0.8,2,130,F,N,"갈색,흰색"
믹스견,소,0,0,0.8,2,130,M,N,갈백흑
믹스견,소,0,0,0.8,2,130,F,N,갈백흑
믹스견,소,0,0,0.8,2,130,M,N,갈백흑
믹스견,소,0,0,0.8,2,130,M,N,흑백
믹스견,소,0,0,0.8,2,130,F,N,갈
믹스견,소,0,0,0.8,2,130,F,N,흑갈
믹스견,소,0,0,0.8,2,130,M,N,갈
믹스견,소,0,0,0.8,2,130,F,N,흑갈
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색+흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,베이지
믹스견,소,0,0,0.8,2,130,M,U,갈색
믹스견,소,0,0,0.8,2,130,F,N,검갈색
믹스견,소,0,0,0.8,2,130,F,N,검은색
믹스견,소,0,0,0.8,2,130,F,U,흰/갈
믹스견,소,0,0,0.8,2,130,F,N,흰+검 얼룩
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,회갈색
믹스견,소,0,0,0.8,2,130,F,N,"흰,갈"
믹스견,소,0,0,0.8,2,130,M,N,"흰,갈"
믹스견,소,0,0,0.8,2,130,F,N,"흰,갈"
믹스견,소,0,0,0.8,2,130,F,N,"흰,갈"
믹스견,소,0,0,0.8,2,130,F,N,갈흑백
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,황색
믹스견,소,0,0,0.8,2,130,F,N,호피색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,크림색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,갈색
믹스견,소,0,0,0.8,2,130,M,N,검정
믹스견,소,0,0,0.8,2,130,M,N,흑갈색
믹스견,소,0,0,0.8,2,130,F,N,검정
믹스견,소,0,0,0.8,2,130,F,N,흰색
믹스견,소,0,0,0.8,2,130,F,N,"흰,갈"
믹스견,소,0,0,0.8,2,130,F,N,"흰,검"
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,U,흰색
믹스견,소,0,0,0.8,2,130,M,N,검정+갈색
믹스견,소,0,0,0.8,2,130,F,U,검정색
믹스견,소,0,0,0.8,2,130,F,N,흑
믹스견,소,0,0,0.8,2,130,F,N,갈흑백
믹스견,소,0,0,0.8,2,130,M,N,흰색
믹스견,소,0,0,0.8,2,130,M,N,흰색
