품종,나이,산책시간(시간),체중,성별,중성화여부,색상
믹스견,1,1,1.8,M,N,"흰색, 황색"
믹스견,0,0.8,1.82,M,N,갈/검/흰
믹스견,0,0.8,1.84,M,N,갈색
믹스견,0,0.8,1.84,F,N,흰색
믹스견,0,0.8,1.84,M,N,백색
믹스견,0,0.8,1.84,M,N,갈색
믹스견,1,1,1.84,M,N,검정
믹스견,0,0.8,1.86,M,U,갈/흰
믹스견,0,0.8,1.86,M,U,"갈색,검정"
믹스견,0,0.8,1.86,M,N,하양/크림
믹스견,0,0.8,1.86,M,N,갈색
믹스견,1,1,1.88,M,N,"흑색, 갈색"
믹스견,0,0.8,1.9,F,N,갈색
믹스견,0,0.8,1.9,F,N,"흰,검"
믹스견,0,0.8,1.9,M,N,갈색
믹스견,0,0.8,1.9,F,N,검은색
믹스견,0,0.8,1.9,F,U,갈
믹스견,0,0.8,1.9,M,N,흰
믹스견,0,0.8,1.9,F,N,갈색
믹스견,0,0.8,1.9,M,N,흰색
믹스견,0,0.8,1.9,F,N,흰색
믹스견,0,0.8,1.9,F,N,황갈색
믹스견,0,0.8,1.9,M,N,"흰색, 검정색"
믹스견,0,0.8,1.9,F,N,백색
믹스견,0,0.8,1.9,M,N,흰/갈
믹스견,0,0.8,1.9,M,N,검정
믹스견,0,0.8,1.9,F,U,갈/검/흰
믹스견,0,0.8,1.9,F,U,갈/검/흰
믹스견,0,0.8,1.9,M,N,흰색
믹스견,0,0.8,1.9,M,N,흰/연갈
믹스견,0,0.8,1.9,F,N,크림색
믹스견,0,0.8,1.9,M,N,흰
믹스견,0,0.8,1.9,F,U,갈/흰
믹스견,0,0.8,1.9,M,N,갈색
믹스견,0,0.8,1.9,F,U,흰/갈
믹스견,0,0.8,1.9,F,U,갈/흰/검
믹스견,0,0.8,1.9,M,N,흰색
믹스견,0,0.8,1.9,F,N,블랙탄
믹스견,0,0.8,1.9,M,N,흰검정색
믹스견,0,0.8,1.9,F,U,검/흰
믹스견,0,0.8,1.9,F,U,갈/흰
믹스견,0,0.8,1.9,M,N,갈/검/흰
믹스견,1,1,1.9,F,N,"검정,흰색"
믹스견,1,1,1.9,M,N,흰색 연갈색
믹스견,1,1,1.9,F,N,검갈색
믹스견,1,1,1.9,M,Y,연갈색
믹스견,1,1,1.9,F,N,흰색
믹스견,1,1,1.9,M,N,흰색
믹스견,2,1,1.9,M,Y,갈검색
믹스견,0,0.8,1.91,F,N,갈색
믹스견,0,0.8,1.91,F,N,"갈색,검정"
믹스견,0,0.8,1.92,M,N,검정/하양
믹스견,1,1,1.96,M,N,검회색
믹스견,1,1,1.98,M,N,크림
믹스견,0,0.8,1.99,F,N,흰색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,흰/갈
믹스견,0,0.8,2,M,N,흰+회색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,검/갈
믹스견,0,0.8,2,F,N,"흰,검"
믹스견,0,0.8,2,F,N,"흰,검"
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,진한 회색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,"흰색,검정"
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,U,갈/흰
믹스견,0,0.8,2,F,N,검은색
믹스견,0,0.8,2,M,N,검회흰색
믹스견,0,0.8,2,F,N,갈색 검정
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,크림색
믹스견,0,0.8,2,M,N,크림색
믹스견,0,0.8,2,F,N,블랙탄
믹스견,0,0.8,2,F,U,흰색
믹스견,0,0.8,2,F,N,황갈색
믹스견,0,0.8,2,F,N,검정
믹스견,0,0.8,2,F,N,흰색에 갈색
믹스견,0,0.8,2,M,N,갈흑백
믹스견,0,0.8,2,M,N,갈흑백
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,U,검회색
믹스견,0,0.8,2,M,N,검
믹스견,0,0.8,2,F,N,"흰색,갈색"
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,연노랑
믹스견,0,0.8,2,F,N,블랙탄
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈백
믹스견,0,0.8,2,M,N,갈백
믹스견,0,0.8,2,M,N,흑갈백
믹스견,0,0.8,2,M,N,백
믹스견,0,0.8,2,M,N,백
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,U,갈색
믹스견,0,0.8,2,M,N,베이지
믹스견,0,0.8,2,F,N,베이지
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,초코색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,"흰색, 커피색"
믹스견,0,0.8,2,M,N,갈흑
믹스견,0,0.8,2,M,N,"회갈색, 흰색"
믹스견,0,0.8,2,F,N,백
믹스견,0,0.8,2,M,N,"흑갈색, 흰색"
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,U,갈/검/흰
믹스견,0,0.8,2,M,N,"갈색,흰색"
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,황색
믹스견,0,0.8,2,M,N,황색
믹스견,0,0.8,2,M,N,황색
믹스견,0,0.8,2,M,N,황색
믹스견,0,0.8,2,F,U,흑백색
믹스견,0,0.8,2,F,U,갈/검/흰
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,옅은갈색
믹스견,0,0.8,2,M,N,옅은갈색
믹스견,0,0.8,2,M,N,옅은갈색
믹스견,0,0.8,2,F,N,옅은갈색
믹스견,0,0.8,2,F,N,옅은갈색
믹스견,0,0.8,2,M,N,옅은갈색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,검/흰/갈
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,U,크림색
믹스견,0,0.8,2,F,U,크림색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,"갈색,검정"
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,M,N,"갈색,검정"
믹스견,0,0.8,2,M,N,"갈색,흰색,검정"
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,검정
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,F,N,"검정,흰색"
믹스견,0,0.8,2,M,N,"검정,갈색"
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,M,N,"갈색,검정"
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,"흰색,갈색"
믹스견,0,0.8,2,M,N,갈/검/흰
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,검정ㄴ
믹스견,0,0.8,2,F,U,흰/갈
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,고동색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,"검정,고동"
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,"검정,갈색"
믹스견,0,0.8,2,F,U,검/갈
믹스견,0,0.8,2,F,U,검/갈
믹스견,0,0.8,2,F,N,아이보리
믹스견,0,0.8,2,F,N,아이보리
믹스견,0,0.8,2,F,N,호피
믹스견,0,0.8,2,M,N,베이지색
믹스견,0,0.8,2,F,Y,베이지색
믹스견,0,0.8,2,F,N,백
믹스견,0,0.8,2,F,N,진갈색
믹스견,0,0.8,2,F,N,베이지
믹스견,0,0.8,2,F,N,백
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,베이지
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,연갈색
믹스견,0,0.8,2,M,N,크림색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,"흰색,갈색"
믹스견,0,0.8,2,M,N,"흰색,갈색"
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,황색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,아이보리색
믹스견,0,0.8,2,F,N,갈새
믹스견,0,0.8,2,M,N,"흰색,검정,갈색"
믹스견,0,0.8,2,F,N,"흰색,갈색"
믹스견,0,0.8,2,M,N,"흰색,갈색,검정"
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,"흰색,갈색"
믹스견,0,0.8,2,F,N,"갈색,흰색"
믹스견,0,0.8,2,M,N,갈백흑
믹스견,0,0.8,2,F,N,갈백흑
믹스견,0,0.8,2,M,N,갈백흑
믹스견,0,0.8,2,M,N,흑백
믹스견,0,0.8,2,F,N,갈
믹스견,0,0.8,2,F,N,흑갈
믹스견,0,0.8,2,M,N,갈
믹스견,0,0.8,2,F,N,흑갈
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,갈색+흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,F,N,베이지
믹스견,0,0.8,2,M,U,갈색
믹스견,0,0.8,2,F,N,검갈색
믹스견,0,0.8,2,F,N,검은색
믹스견,0,0.8,2,F,U,흰/갈
믹스견,0,0.8,2,F,N,흰+검 얼룩
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,회갈색
믹스견,0,0.8,2,F,N,"흰,갈"
믹스견,0,0.8,2,M,N,"흰,갈"
믹스견,0,0.8,2,F,N,"흰,갈"
믹스견,0,0.8,2,F,N,"흰,갈"
믹스견,0,0.8,2,F,N,갈흑백
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,황색
믹스견,0,0.8,2,F,N,호피색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,크림색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,M,N,갈색
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,갈색
믹스견,0,0.8,2,M,N,검정
믹스견,0,0.8,2,M,N,흑갈색
믹스견,0,0.8,2,F,N,검정
믹스견,0,0.8,2,F,N,흰색
믹스견,0,0.8,2,F,N,"흰,갈"
믹스견,0,0.8,2,F,N,"흰,검"
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,U,흰색
믹스견,0,0.8,2,M,N,검정+갈색
믹스견,0,0.8,2,F,U,검정색
믹스견,0,0.8,2,F,N,흑
믹스견,0,0.8,2,F,N,갈흑백
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,M,N,흰색
믹스견,0,0.8,2,F,N,흑갈색
믹스견,0,0.8,2,F,N,크림색
믹스견,0,0.8,2,M,N,크림색
믹스견,0,0.8,2,M,N,흰/갈
믹스견,0,0.8,2,F,U,흰/갈
믹스견,0,0.8,2,F,U,검/흰
믹스견,1,1,2,M,N,검정
믹스견,1,1,2,M,N,백
믹스견,1,1,2,M,N,흰색
믹스견,1,1,2,F,N,흰색
믹스견,1,1,2,M,N,갈색 검정
믹스견,1,1,2,M,Y,"흑색, 갈색, 백색"
믹스견,1,1,2,F,N,"검정색, 흰색"
믹스견,1,1,2,F,N,흰색
믹스견,1,1,2,M,N,갈백
믹스견,1,1,2,F,N,갈색
믹스견,1,1,2,M,N,백
믹스견,1,1,2,M,N,갈색
믹스견,1,1,2,F,N,백
믹스견,1,1,2,M,N,백
믹스견,1,1,2,M,N,백
믹스견,1,1,2,F,N,백
믹스견,1,1,2,M,N,백
믹스견,1,1,2,F,N,백
믹스견,1,1,2,F,N,백
믹스견,1,1,2,M,N,백
믹스견,1,1,2,M,N,흑백
믹스견,1,1,2,F,N,백
믹스견,1,1,2,F,U,백
믹스견,1,1,2,F,U,백
믹스견,1,1,2,F,N,백
믹스견,1,1,2,M,N,백갈흑
믹스견,1,1,2,M,N,흰색
믹스견,1,1,2,M,N,흰색
믹스견,1,1,2,M,N,흰색
믹스견,1,1,2,F,N,흰색
믹스견,1,1,2,F,N,흰색
믹스견,2,1,2,F,N,검
믹스견,3,1,2,F,U,백흑
믹스견,3,1,2,F,U,흰갈색
믹스견,7,1,2,F,N,크림색
믹스견,9,0.5,2,F,N,호반색
믹스견,0,0.8,2.02,M,N,크림
믹스견,1,1,2.02,F,N,검정
믹스견,0,0.8,2.03,M,N,베이지
믹스견,0,0.8,2.04,F,N,옅은갈색/하양
믹스견,0,0.8,2.04,F,N,크림
믹스견,0,0.8,2.04,M,N,크림
믹스견,1,1,2.04,F,N,옅은 갈색
믹스견,0,0.8,2.06,M,N,옅은 갈색/검정/회색
믹스견,0,0.8,2.07,F,N,"갈색,검정"
믹스견,0,0.8,2.1,F,N,갈색
믹스견,0,0.8,2.1,F,N,황갈색
믹스견,0,0.8,2.1,M,N,흰
믹스견,0,0.8,2.1,M,N,갈/흰
믹스견,0,0.8,2.1,F,N,갈색+흰색
믹스견,0,0.8,2.1,M,N,갈/검/흰
믹스견,0,0.8,2.1,F,U,갈/검/흰
믹스견,0,0.8,2.1,F,U,검/갈/흰
믹스견,0,0.8,2.1,F,N,흰색
믹스견,0,0.8,2.1,F,N,갈색
믹스견,0,0.8,2.1,M,N,갈/검
믹스견,0,0.8,2.1,F,N,흰색
믹스견,0,0.8,2.1,F,U,검/흰
믹스견,0,0.8,2.1,M,N,회/흰
믹스견,0,0.8,2.1,M,N,갈/검
믹스견,0,0.8,2.1,F,U,흰
믹스견,0,0.8,2.1,F,U,흰
믹스견,0,0.8,2.1,F,N,"흑갈색, 흰색"
믹스견,0,0.8,2.1,M,N,흰색
믹스견,0,0.8,2.1,F,U,갈/흰
믹스견,0,0.8,2.1,F,U,갈/흰
믹스견,0,0.8,2.1,M,N,갈/검/흰
믹스견,0,0.8,2.1,M,N,"검정,갈색,황색"
믹스견,0,0.8,2.1,M,N,연갈색
믹스견,0,0.8,2.1,F,N,"흰색, 검정색"
믹스견,0,0.8,2.1,M,N,"검정색, 흰색"
믹스견,0,0.8,2.1,M,N,흰 바탕에 검은 점
믹스견,0,0.8,2.1,M,N,갈검색
믹스견,0,0.8,2.1,F,N,백갈
믹스견,0,0.8,2.1,F,U,흰/갈
믹스견,0,0.8,2.1,M,N,갈/흰
믹스견,0,0.8,2.1,M,N,갈/검/흰
믹스견,0,0.8,2.1,M,N,흰갈
믹스견,0,0.8,2.1,M,N,검정.황색
믹스견,0,0.8,2.1,F,U,흰/갈
믹스견,0,0.8,2.1,F,U,검/갈/흰
믹스견,0,0.8,2.1,F,N,갈색
믹스견,0,0.8,2.1,F,U,흰/갈
믹스견,0,0.8,2.1,M,N,백색
믹스견,0,0.8,2.1,F,U,갈/검/흰
믹스견,0,0.8,2.1,F,N,흑갈색
믹스견,0,0.8,2.1,M,N,흰색
믹스견,0,0.8,2.1,F,U,갈/흰
믹스견,0,0.8,2.1,M,N,검
믹스견,0,0.8,2.1,F,N,베이지
믹스견,1,1,2.1,M,N,갈색
믹스견,1,1,2.1,F,N,흰색
믹스견,1,1,2.1,F,N,"백색, 갈색, 흑색"
믹스견,1,1,2.1,M,N,흰색
믹스견,1,1,2.1,M,N,"흰색,황색"
믹스견,0,0.8,2.12,F,N,하양
믹스견,0,0.8,2.14,F,N,검정/갈색
믹스견,0,0.8,2.14,F,N,베이지
믹스견,1,1,2.14,M,N,검정
믹스견,0,0.8,2.15,M,N,갈색
믹스견,0,0.8,2.16,M,N,하양
믹스견,0,0.8,2.16,M,N,갈색
믹스견,1,1,2.16,F,N,블랙탄
믹스견,1,1,2.16,M,N,블랙탄
믹스견,0,0.8,2.18,F,N,적갈색
믹스견,1,1,2.18,F,N,크림
믹스견,0,0.8,2.19,M,N,화이트
믹스견,0,0.8,2.2,M,N,갈색
믹스견,0,0.8,2.2,F,U,갈/검/흰
믹스견,0,0.8,2.2,M,N,검/갈
믹스견,0,0.8,2.2,F,N,흑백색
믹스견,0,0.8,2.2,F,N,흰갈색
믹스견,0,0.8,2.2,M,N,갈색
믹스견,0,0.8,2.2,M,N,갈색
믹스견,0,0.8,2.2,F,N,크림색
믹스견,0,0.8,2.2,M,N,흰/갈
믹스견,0,0.8,2.2,F,U,갈/검/흰
믹스견,0,0.8,2.2,M,N,흑갈색
믹스견,0,0.8,2.2,M,N,갈/흰
믹스견,0,0.8,2.2,M,N,흰새
믹스견,0,0.8,2.2,F,U,검/갈/흰
믹스견,0,0.8,2.2,F,U,갈/검/흰
믹스견,0,0.8,2.2,F,U,검/갈/흰
믹스견,0,0.8,2.2,M,N,검/갈/흰
믹스견,0,0.8,2.2,F,N,검갈색
믹스견,0,0.8,2.2,F,N,갈색
믹스견,0,0.8,2.2,M,N,흰
믹스견,0,0.8,2.2,F,N,흰색
믹스견,0,0.8,2.2,M,N,백색
믹스견,0,0.8,2.2,M,N,갈색
믹스견,0,0.8,2.2,M,N,"흑색, 갈색, 백색"
믹스견,0,0.8,2.2,M,U,백색
믹스견,0,0.8,2.2,F,U,흰/갈
믹스견,0,0.8,2.2,F,N,흰색
믹스견,0,0.8,2.2,F,N,흰색
믹스견,0,0.8,2.2,F,U,흰/갈
믹스견,0,0.8,2.2,F,U,갈/흰
믹스견,1,1,2.2,F,N,흰색
믹스견,1,1,2.2,F,N,검정
믹스견,1,1,2.2,M,N,갈색 검정
믹스견,1,1,2.2,M,N,노랑
믹스견,1,1,2.2,F,N,크림
믹스견,1,1,2.2,M,N,"흰색,황색"
믹스견,4,1,2.25,M,U,흰색
믹스견,1,1,2.26,M,N,검갈색
믹스견,0,0.8,2.3,M,N,베이지
믹스견,0,0.8,2.3,F,U,흰
믹스견,0,0.8,2.3,F,N,흰색
믹스견,0,0.8,2.3,M,N,흰/갈
믹스견,0,0.8,2.3,M,N,갈/검/흰
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,F,N,"흰색,갈색"
믹스견,0,0.8,2.3,M,N,흰색
믹스견,0,0.8,2.3,F,U,갈/흰
믹스견,0,0.8,2.3,F,N,검정
믹스견,0,0.8,2.3,M,N,회색
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,F,U,검/흰
믹스견,0,0.8,2.3,M,N,회갈색
믹스견,0,0.8,2.3,M,N,갈/검/흰
믹스견,0,0.8,2.3,M,N,갈/검/흰
믹스견,0,0.8,2.3,M,N,흰색바탕에 검은 점
믹스견,0,0.8,2.3,M,N,검/흰
믹스견,0,0.8,2.3,F,U,갈/흰
믹스견,0,0.8,2.3,F,U,흰/갈
믹스견,0,0.8,2.3,M,N,흰색
믹스견,0,0.8,2.3,F,N,연갈색
믹스견,0,0.8,2.3,M,N,검정
믹스견,0,0.8,2.3,F,N,"흰색,검정"
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,M,N,크림색
믹스견,0,0.8,2.3,F,N,크림색
믹스견,0,0.8,2.3,M,N,갈색
믹스견,0,0.8,2.3,M,N,"흑색, 갈색, 백색"
믹스견,0,0.8,2.3,F,N,흑갈색
믹스견,0,0.8,2.3,M,N,삼색
믹스견,0,0.8,2.3,F,U,검/갈/흰
믹스견,0,0.8,2.3,F,N,검은색
믹스견,0,0.8,2.3,M,N,흰색
믹스견,0,0.8,2.3,M,N,검은색
믹스견,0,0.8,2.3,F,U,흰/갈
믹스견,0,0.8,2.3,M,U,흰/갈
믹스견,0,0.8,2.3,M,N,황색
믹스견,0,0.8,2.3,M,N,검정색
믹스견,0,0.8,2.3,F,N,검정
믹스견,0,0.8,2.3,M,N,검정색
믹스견,0,0.8,2.3,M,N,검정색
믹스견,0,0.8,2.3,F,N,검정
믹스견,0,0.8,2.3,F,N,검정
믹스견,0,0.8,2.3,M,N,검/흰
믹스견,0,0.8,2.3,F,N,검정색
믹스견,0,0.8,2.3,F,N,검정색
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,M,N,"흰색,갈색"
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,F,N,갈색
믹스견,0,0.8,2.3,F,N,흰색
믹스견,0,0.8,2.3,M,N,흰색
믹스견,0,0.8,2.3,F,N,흰색
믹스견,0,0.8,2.3,F,U,검/흰
믹스견,1,1,2.3,F,N,검갈색
믹스견,1,1,2.3,F,N,검정색
믹스견,1,1,2.3,F,N,흰색
믹스견,1,1,2.3,M,N,검정
믹스견,15,0.5,2.3,M,N,흰색
믹스견,1,1,2.34,M,N,갈색/흰색
믹스견,1,1,2.34,F,N,갈색/흰색
믹스견,0,0.8,2.35,F,N,갈색/하양
믹스견,1,1,2.35,M,N,갈색
믹스견,0,0.8,2.38,F,U,흰/갈
믹스견,0,0.8,2.38,M,N,갈/흰
믹스견,0,0.8,2.4,F,U,검/갈
믹스견,0,0.8,2.4,M,N,흰/갈
믹스견,0,0.8,2.4,M,N,흰색
믹스견,0,0.8,2.4,M,N,갈/검/흰
믹스견,0,0.8,2.4,M,N,갈색
믹스견,0,0.8,2.4,F,N,황색
믹스견,0,0.8,2.4,F,U,흰/갈
믹스견,0,0.8,2.4,F,N,흰색
믹스견,0,0.8,2.4,F,N,검은색
믹스견,0,0.8,2.4,F,N,갈색
믹스견,0,0.8,2.4,M,N,갈/연갈
믹스견,0,0.8,2.4,M,N,흰색
믹스견,0,0.8,2.4,F,N,크림색
믹스견,0,0.8,2.4,M,U,갈색
믹스견,0,0.8,2.4,F,U,갈/흰
믹스견,0,0.8,2.4,F,N,갈색
믹스견,0,0.8,2.4,F,N,아이보리
믹스견,0,0.8,2.4,M,N,갈/흰
믹스견,0,0.8,2.4,M,N,흰/갈
믹스견,0,0.8,2.4,M,N,검/갈/흰
믹스견,0,0.8,2.4,F,U,검/갈
믹스견,0,0.8,2.4,M,N,"흰색, 연갈색"
믹스견,0,0.8,2.4,M,N,갈/검/흰
믹스견,0,0.8,2.4,M,N,흰
믹스견,0,0.8,2.4,M,N,백색
믹스견,0,0.8,2.4,F,N,검은색
믹스견,0,0.8,2.4,F,N,갈백색
믹스견,0,0.8,2.4,F,N,흰색
믹스견,0,0.8,2.4,F,U,흰/갈
믹스견,0,0.8,2.4,F,N,갈색
믹스견,0,0.8,2.4,M,N,흰색
믹스견,0,0.8,2.4,M,N,검갈색
믹스견,0,0.8,2.4,F,N,갈색
믹스견,0,0.8,2.4,M,N,갈색
믹스견,0,0.8,2.4,M,N,갈색
믹스견,0,0.8,2.4,M,N,갈/흰
믹스견,0,0.8,2.4,M,N,"검,갈색"
믹스견,0,0.8,2.4,M,N,크림색
믹스견,1,1,2.4,F,N,갈색
믹스견,1,1,2.4,M,N,갈색
믹스견,1,1,2.4,F,N,흰색.황색
믹스견,1,1,2.4,M,N,"회갈색, 흰색"
믹스견,1,1,2.4,F,N,흰색
믹스견,1,1,2.4,M,N,갈/흰
믹스견,0,0.8,2.42,F,U,"갈색,검정"
믹스견,1,1,2.44,M,N,크림
믹스견,0,0.8,2.46,F,N,황색
믹스견,1,1,2.46,F,N,검갈/흰색
믹스견,0,0.8,2.48,F,U,흰/갈
믹스견,0,0.8,2.48,F,N,백색
믹스견,1,1,2.48,M,N,크림/흰색
믹스견,0,0.8,2.5,F,U,갈
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,F,U,흰
믹스견,0,0.8,2.5,F,U,흰/노
믹스견,0,0.8,2.5,M,N,갈/검/흰
믹스견,0,0.8,2.5,F,N,"흰,갈"
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,검정색
믹스견,0,0.8,2.5,M,N,흑갈색
믹스견,0,0.8,2.5,M,N,검정색
믹스견,0,0.8,2.5,M,N,황색
믹스견,0,0.8,2.5,F,U,갈/검/흰
믹스견,0,0.8,2.5,F,U,검/흰
믹스견,0,0.8,2.5,F,N,크림색
믹스견,0,0.8,2.5,F,N,갈백
믹스견,0,0.8,2.5,F,N,흰색
믹스견,0,0.8,2.5,M,N,갈흑백
믹스견,0,0.8,2.5,M,N,갈흑백
믹스견,0,0.8,2.5,M,N,갈흑
믹스견,0,0.8,2.5,F,N,갈흑
믹스견,0,0.8,2.5,F,N,크림색
믹스견,0,0.8,2.5,M,N,브라운
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,갈/검
믹스견,0,0.8,2.5,F,N,갈색
믹스견,0,0.8,2.5,F,N,검정
믹스견,0,0.8,2.5,M,N,갈색
믹스견,0,0.8,2.5,F,N,"크림색, 흰색"
믹스견,0,0.8,2.5,F,N,검정
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,갈색
믹스견,0,0.8,2.5,F,U,검/갈/흰
믹스견,0,0.8,2.5,M,N,"흑갈색, 흰색"
믹스견,0,0.8,2.5,F,N,크림색
믹스견,0,0.8,2.5,F,N,크림색
믹스견,0,0.8,2.5,M,N,갈색에 검은 주둥이
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,아이보리
믹스견,0,0.8,2.5,F,N,아이보리
믹스견,0,0.8,2.5,F,N,아이보리
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,M,N,흰색
믹스견,0,0.8,2.5,F,N,연흰갈색
믹스견,0,0.8,2.5,F,U,갈/흰
믹스견,0,0.8,2.5,F,N,연갈색
