품종,나이,산책시간(시간),체중,성별,중성화여부,색상
비숑 프리제,5,1,5.6,F,U,흰색
비숑 프리제,5,1,5.6,F,N,흰색
비숑 프리제,5,1,6,F,U,백
비숑 프리제,5,1,9,M,Y,흰색
비숑 프리제,4,1,3.4,M,Y,흰색
비숑 프리제,4,1,5.3,M,Y,흰색
비숑 프리제,4,1,5.3,M,N,흰
비숑 프리제,4,1,6,M,N,흰
비숑 프리제,4,1,6.1,M,N,흰
비숑 프리제,4,1,6.5,M,N,흰색
비숑 프리제,4,1,7.5,M,N,흰색
비숑 프리제,3,1,13,F,U,흰색
비숑 프리제,3,1,4.5,M,N,흰색
비숑 프리제,3,1,6,M,Y,흰색
비숑 프리제,3,1,6.7,F,U,흰
비숑 프리제,3,1,7,M,N,흰색
비숑 프리제,3,1,7.5,M,Y,흰색
비숑 프리제,3,1,8,M,U,흰색
비숑 프리제,3,1,8,F,U,백색
비숑 프리제,3,1,9,M,N,흰색
비숑 프리제,2,1,3.1,M,N,흰
비숑 프리제,2,1,3.5,M,Y,흰색
비숑 프리제,2,1,3.5,F,N,흰색
비숑 프리제,2,1,4,F,U,흰색
비숑 프리제,2,1,4.3,M,Y,흰색
비숑 프리제,2,1,4.4,F,U,백색
비숑 프리제,2,1,5,F,U,흰색
비숑 프리제,2,1,5.2,F,U,흰색
비숑 프리제,2,1,6.5,F,U,흰
비숑 프리제,2,1,7.8,M,N,흰
비숑 프리제,1,1,3.5,F,N,흰색
비숑 프리제,1,1,3.5,M,N,흰색
비숑 프리제,1,1,3.5,M,Y,백
비숑 프리제,1,1,3.8,M,N,흰색
비숑 프리제,1,1,4,M,Y,백
비숑 프리제,1,1,7.4,M,N,흰
비숑 프리제,0,0.8,1.2,F,U,백
비숑 프리제,0,0.8,2,M,N,흰색
비숑 프리제,0,0.8,3.6,M,N,흰색
빠삐용,12,0.5,4.2,M,N,흑백
사모예드,3,1,20,F,U,백색
사모예드,3,1,20,F,U,백색
사모예드,3,1,20,F,U,백색
사모예드,3,1,22.3,F,N,흰색
사모예드,3,1,12,F,N,백
사모예드,3,1,17,M,Y,흰색
사모예드,3,1,18,F,U,흰색
사모예드,3,1,18,M,Y,백
사모예드,2,1,16,M,N,옅은 갈색
사모예드,1,1,13,F,U,흰색
사모예드,1,1,16,F,U,백
사모예드,1,1,5.5,M,N,흰색
사모예드,1,1,18,F,U,흰색
사모예드,1,1,18,F,U,흰색
사모예드,0,0.8,11,M,N,흰색
사모예드,0,0.8,14,F,U,흰색
삽살,6,1,23,M,N,회색
삽살,5,1,30,M,U,옅은 갈색
삽살,4,1,14,F,N,흑갈색
삽살,4,1,18,F,N,흰색
삽살,4,1,18,M,N,흰색
삽살,2,1,20,M,Y,갈색
삽살,2,1,10,M,N,옅은 갈색
삽살,2,1,28,F,U,"회색,갈색"
삽살,2,1,14,M,N,백갈
삽살,2,1,9,F,U,검정
삽살,2,1,18,F,U,검/흰
샤페이,3,1,11.6,M,N,갈
샤페이,3,1,13,M,N,갈
샤페이,3,1,15,M,Y,황색
샤페이,2,1,20,M,U,흰색
샤페이,2,1,14.8,F,U,갈/흰
샤페이,1,1,11.8,F,N,흰색
샤페이,1,1,7.5,M,N,흰색
세인트 버나드,7,1,45,M,U,"흰색, 갈색"
셔틀랜드 쉽독,5,1,15,F,U,백갈흑
셔틀랜드 쉽독,3,1,20,M,N,갈/검/흰
셔틀랜드 쉽독,1,1,17.4,M,Y,흑갈백
셔틀랜드 쉽독,0,0.8,9.8,M,N,검/흰/갈
셰퍼드,10,0.5,23,M,N,검정
셰퍼드,5,1.5,30,M,N,갈검색
셰퍼드,4,1.5,26,F,U,"검정, 갈색"
셰퍼드,3,1.5,23,F,U,"갈색 , 검정"
셰퍼드,3,1.5,25,M,N,갈/검
셰퍼드,3,1.5,26.5,M,N,검정
셰퍼드,3,1.5,32,M,N,갈/검
셰퍼드,2,1.5,20,F,U,갈흑백
셰퍼드,2,1.5,22,F,U,갈/검/흰
셰퍼드,2,1.5,23,F,N,검갈색
셰퍼드,2,1.5,25,F,N,"검정색, 갈색"
셰퍼드,2,1.5,40,M,N,갈색
셰퍼드,1,1.5,25,F,U,갈/검
셰퍼드,1,1.5,25,M,N,갈흑
셰퍼드,1,1.5,34,M,U,검정
셰퍼드,1,1.5,8,F,N,검갈색
셰퍼드,1,1.5,8,F,N,검갈색
셰퍼드,1,1.5,9,F,N,검갈색
슈나우져,13,0.5,10,M,Y,흑회
슈나우져,12,0.5,4.2,F,U,회색
슈나우져,11,0.5,8.1,M,Y,회색
슈나우져,10,0.5,5.7,F,U,검/흰
슈나우져,9,0.5,5.2,F,U,흰
슈나우져,8,0.5,5.2,F,N,회백색
슈나우져,8,0.5,5.3,F,U,흰색
슈나우져,8,0.5,6,M,N,회백색
슈나우져,8,0.5,8.3,F,U,회/흰
슈나우져,7,1,10,M,U,검정색
슈나우져,7,1,5.6,F,N,회색
슈나우져,7,1,7.3,F,N,흑회색
슈나우져,5,1,15,M,N,검정흰색
슈나우져,5,1,8.5,M,N,흑백색
슈나우져,3,1,12.5,M,Y,회색
슈나우져,3,1,5.2,F,N,회백색
슈나우져,2,1,6,M,N,흑회색
슈나우져,2,1,9,M,Y,흰그레이
슈나우져,2,1,9,M,N,검정.흰색
슈나우져,1,1,5,M,N,검흰색
슈나우져,0,0.8,0.5,M,N,검갈색
스코티쉬 테리어,2,1.5,7,M,N,검정
스탠다드 푸들,3,1,25,M,N,검정색
스탠다드 푸들,2,1,25,M,Y,흰색
스탠다드 푸들,2,1,12,M,N,흰색
스탠다드 푸들,2,1,17,F,U,검
스탠다드 푸들,1,1,14,F,U,크림색
스탠다드 푸들,1,1,17,F,U,흰색
스탠다드 푸들,0,0.5,27,F,Y,백
스피츠,15,0.5,7.1,F,N,흰색
스피츠,10,0.5,9.7,F,N,흰색
스피츠,8,0.5,13,M,N,흰색
스피츠,8,0.5,7.3,M,Y,흰색
스피츠,8,0.5,7.5,M,Y,흰
스피츠,8,0.5,9.5,F,U,갈/흰
스피츠,7,1,5,M,Y,백
스피츠,7,1,5,F,U,흰색
스피츠,7,1,7,M,Y,흰
스피츠,7,1,8,M,N,흰색
스피츠,7,1,8.3,M,N,흰색
스피츠,6,1,3,F,U,백
스피츠,6,1,10.4,M,N,흰색
스피츠,6,1,6,F,N,흰색
스피츠,6,1,8,M,N,백
스피츠,6,1,9.3,M,Y,백색
스피츠,5,1,10,F,N,흰색
스피츠,5,1,5.6,M,N,흰색
스피츠,5,1,6.9,F,N,흰색
스피츠,5,1,6.9,F,N,흰색
스피츠,5,1,8,M,Y,백
스피츠,5,1,9,F,U,흰색
스피츠,5,1,9,M,Y,흰색
스피츠,4,1,4,F,U,흰색
스피츠,4,1,9,F,U,흰
스피츠,3,1,3.5,M,N,옅은황색
스피츠,3,1,4,M,N,백
스피츠,3,1,4,F,U,백
스피츠,3,1,15,M,N,흰
스피츠,3,1,5,Q,U,흰색
스피츠,3,1,5,M,N,백
스피츠,3,1,6,M,N,흰색
스피츠,3,1,6,F,U,베이지
스피츠,3,1,6.7,F,N,흰색
스피츠,3,1,7,F,U,흰
스피츠,3,1,8.8,M,N,흰색
스피츠,3,1,9,M,Y,흰색
스피츠,2,1,3.5,F,U,백
스피츠,2,1,11,M,N,흰색
스피츠,2,1,12,F,N,흰색
스피츠,2,1,12.5,M,Y,흰색
스피츠,2,1,6,M,N,흰색
스피츠,2,1,8,M,U,흰색
스피츠,2,1,8,F,N,흰색
스피츠,1,1,2.5,F,N,흰색
스피츠,1,1,3.5,M,N,흰색
스피츠,1,1,11,M,N,흰색
스피츠,1,1,4.6,M,N,흰색
스피츠,1,1,6.5,F,N,흰색
스피츠,1,1,8,M,N,흰색
스피츠,1,1,8,F,N,흰색
스피츠,1,1,9.5,F,U,백색
스피츠,0,0.8,5.3,M,N,갈/흰
시바견,8,0.5,7.36,F,N,검갈
시바견,6,1,8,M,N,황갈색
시바견,5,1,10,M,N,"흑, 갈, 백"
시바견,5,1,10,M,Y,갈색
시바견,5,1,10,F,N,황색
시바견,5,1,10,M,N,황색
시바견,5,1,8,M,Y,"갈색, 백색"
시바견,4,1,10,M,N,갈/검
시바견,4,1,10,F,N,황색
시바견,4,1,10,M,N,황색
시바견,4,1,11,M,N,갈색
시바견,4,1,6,M,N,"블랙, 네눈박이"
시바견,4,1,9,F,N,블랙탄
시바견,4,1,9,M,U,갈색
시바견,4,1,17,M,Y,갈/흰
시바견,3,1,10,M,N,검정 갈색
시바견,3,1,10,M,N,"황색, 크림색"
시바견,3,1,11.5,M,N,"흑색, 갈색, 백색"
시바견,3,1,12,M,N,황색.흰색
시바견,3,1,12,F,U,"황색, 흰색"
시바견,3,1,12,F,Y,흑백갈
시바견,3,1,13,M,Y,갈백
시바견,3,1,13,M,Y,흰갈색
시바견,3,1,13,M,Y,갈/흰
시바견,3,1,14.5,M,Y,갈색
시바견,3,1,16,M,N,갈색
시바견,3,1,6.5,F,U,누렁색
시바견,3,1,7.8,M,Y,갈/흰
시바견,3,1,9.2,F,N,검정/갈색/하양
시바견,2,1,10,M,U,갈백
시바견,2,1,10,M,N,갈백
시바견,2,1,10,M,N,연노랑
시바견,2,1,10,M,N,황색
시바견,2,1,12,M,U,갈색
시바견,2,1,12,F,U,"검정,갈색"
시바견,2,1,12,M,N,검정 갈색
시바견,2,1,12,F,U,"검정,갈색,흰색"
시바견,2,1,13,M,U,붉은갈색
시바견,2,1,13,M,Y,갈/흰
시바견,2,1,14,M,N,갈색
시바견,2,1,6,M,N,황색
시바견,2,1,7.8,F,U,흰갈색
시바견,2,1,7.8,F,N,블랙탄
시바견,2,1,8,F,U,갈색
시바견,2,1,8,M,N,갈백
시바견,2,1,9,M,Y,갈/흰
시바견,2,1,9,M,N,갈색
시바견,2,1,9.5,M,N,"흑색, 갈색, 백색"
시바견,2,1,9.5,M,N,갈색
시바견,2,1,17,M,N,검/흰/회
시바견,1,1,10,F,N,갈색
시바견,1,1,10,M,N,갈백
시바견,1,1,10.4,F,U,검은색
시바견,1,1,5.4,F,U,검갈
시바견,1,1,7,F,U,흑갈
시바견,1,1,8,F,U,"검,갈"
시바견,1,1,8,F,U,갈백
시바견,1,1,9,M,N,흑갈색
시바견,1,1,9,F,N,검갈색
시바견,0,0.8,0.5,Q,N,흑갈색
시바견,0,0.8,4,F,U,흑갈백
시바견,0,0.8,4,F,U,갈백
시바견,0,0.8,4.2,M,N,갈색
시바견,0,0.8,6,F,N,검정/갈색
시바견,0,0.8,7,M,N,흰색
시바견,0,0.8,8.6,M,N,"흰,갈"
시베리안허스키,5,1,23,M,N,"흰,검정색"
시베리안허스키,4,1,30,M,N,흑백색
시베리안허스키,3,1,22,F,U,붉은색
시베리안허스키,3,1,23,F,U,옅은황색
시베리안허스키,3,1,24,F,U,갈/흰
시베리안허스키,3,1,25,M,N,흑백색
시베리안허스키,3,1,30,F,U,갈백
시베리안허스키,3,1,15,F,U,"검정,흰색"
시베리안허스키,3,1,17,F,N,"검정색, 흰색"
시베리안허스키,3,1,17,F,U,갈/흰
시베리안허스키,3,1,17,F,U,흑백색
시베리안허스키,3,1,17,F,U,갈/흰
시베리안허스키,3,1,17,F,N,흰누렁색
시베리안허스키,3,1,18,M,N,검정
시베리안허스키,2,1,22,M,N,검정.흰색
시베리안허스키,2,1,22,M,N,흰검정색
시베리안허스키,2,1,23,F,N,흰검
시베리안허스키,2,1,25,M,U,"흰색,갈색,검정"
시베리안허스키,2,1,25,F,N,회색
시베리안허스키,2,1,26.9,F,N,갈색.흰색
시베리안허스키,2,1,28,M,U,회색
시베리안허스키,2,1,28,M,N,검/흰
시베리안허스키,2,1,16,F,U,흰/갈
시베리안허스키,2,1,16,F,U,검/흰
시베리안허스키,2,1,38,F,U,"흰색,검정"
시베리안허스키,2,1,17,F,U,흑백
시베리안허스키,2,1,18,M,N,"회색,흰색"
시베리안허스키,2,1,19,M,N,검정
시베리안허스키,1,1,21,M,Y,"검은색,흰색"
시베리안허스키,1,1,22,M,N,흑백색
시베리안허스키,1,1,25,F,U,"흰색,갈색"
시베리안허스키,1,1,17.5,F,N,"흑색, 백색"
시베리안허스키,1,1,19,F,U,흑백색
시베리안허스키,0,0.8,10,M,U,검/흰
시베리안허스키,0,0.8,28,M,N,회/흰
시베리안허스키,0,0.8,4.1,F,U,갈/흰
시베리안허스키,0,0.8,8,F,U,흑백
시츄,13,0.5,7.5,M,Y,갈백
시츄,12,0.5,3.2,F,N,"흰색, 갈색"
시츄,12,0.5,4,M,Y,갈백
시츄,12,0.5,5.7,F,N,"갈색, 백색"
시츄,12,0.5,6,M,Y,흰색.갈색
시츄,12,0.5,6,M,Y,갈백흑
시츄,12,0.5,6,M,N,갈백
시츄,10,0.5,5.1,M,Y,백갈
시츄,10,0.5,5.6,M,N,백갈색
시츄,10,0.5,6,F,U,갈백
시츄,10,0.5,7.2,M,Y,"백색, 갈색"
시츄,10,0.5,7.2,F,U,"흰색,갈색"
시츄,9,0.5,3.8,M,Y,"갈색, 흰색"
시츄,9,0.5,4,M,N,갈흑백
시츄,8,0.5,4.84,F,U,백갈
시츄,8,0.5,6,M,Y,"흰색,회색"
시츄,8,0.5,7,M,N,검/흰
시츄,8,0.5,8.5,M,Y,갈/흰
시츄,7,0.8,10,M,U,브라운
시츄,7,0.8,4,M,N,흑백
시츄,7,0.8,4.8,F,N,흰/갈
시츄,7,0.8,5,M,N,"흰색, 갈색"
시츄,7,0.8,7.1,M,Y,갈백
시츄,7,0.8,8.1,M,Y,갈백
시츄,6,0.8,4.6,F,U,갈/흰
시츄,6,0.8,5,F,U,연갈색
시츄,6,0.8,5,M,Y,갈백
시츄,6,0.8,5.2,F,N,"흑색, 갈색, 백색"
시츄,6,0.8,5.3,F,U,갈/흰
시츄,6,0.8,5.4,M,Y,"갈색, 백색"
시츄,6,0.8,6.8,F,N,흰/갈
시츄,5,0.8,3,F,U,검/회
시츄,5,0.8,4,F,N,츄
시츄,5,0.8,5,M,U,"흰색,갈색"
시츄,5,0.8,5.3,M,N,흰갈색
시츄,5,0.8,5.5,M,N,"갈색, 백색"
시츄,5,0.8,6,F,U,백갈색
시츄,5,0.8,6.2,M,Y,흰갈
시츄,5,0.8,7.2,M,N,갈백색
시츄,4,0.8,4,M,N,흑백
시츄,4,0.8,5.2,F,N,"흰색, 갈색"
시츄,4,0.8,5.9,M,Y,갈색+흰색
시츄,4,0.8,6,F,N,흰회색
시츄,4,0.8,6.5,F,U,백갈색
시츄,4,0.8,7,F,N,흰색
시츄,3,0.8,3.5,M,N,"흰색, 갈색"
시츄,3,0.8,3.5,F,N,갈백
시츄,3,0.8,5,F,N,"흰,갈"
시츄,3,0.8,5.7,M,N,갈백색
시츄,3,0.8,6,M,Y,갈흑백
시츄,3,0.8,6,M,Y,흑백
시츄,3,0.8,6,M,Y,"흰색,갈색"
시츄,3,0.8,6.4,M,Y,갈백색
시츄,2,0.8,3.9,M,U,갈/검/흰
시츄,2,0.8,4,M,N,흰색 검정
시츄,2,0.8,4.1,F,U,갈/흰
시츄,2,0.8,4.2,F,U,백갈색
시츄,2,0.8,4.5,F,U,검/흰
시츄,2,0.8,4.8,F,U,검/갈/흰
시츄,2,0.8,4.9,F,U,백갈색
시츄,2,0.8,4.9,F,U,갈/흰
시츄,2,0.8,5,M,U,흰갈
시츄,2,0.8,5.2,M,N,검/흰
시츄,2,0.8,6,F,U,갈흰
시츄,2,0.8,6,F,U,갈흰
시츄,2,0.8,6,M,U,갈흰
시츄,2,0.8,6,F,U,갈흰
시츄,1,0.8,4,F,U,갈백
시츄,1,0.8,4.6,M,Y,갈백
시츄,1,0.8,5,F,U,갈백
시츄,1,0.8,6,F,U,갈백
시츄,0,0.5,3,M,N,갈백흑
시츄,0,0.5,4,F,U,갈백흑
시츄,0,0.5,4.2,F,U,흰갈색
시츄,0,0.5,5,F,U,흰갈
시츄,0,0.5,5.5,F,U,갈색
아메리칸 아키다,3,1,30,M,N,"흰색, 흑갈색"
아메리칸 아키다,1,1,27,M,N,"흑색, 크림색"
아메리칸 코카 스파니엘,1,1,7,M,N,크림색
아메리칸 핏불 테리어,1,1.5,28,M,N,검
아메리칸불리,8,0.5,22,F,U,검정색
아메리칸불리,7,1,18.5,M,N,검정색
아메리칸불리,4,1,20,M,N,검정
아메리칸불리,3,1,21,M,N,검은색
아메리칸불리,3,1,25,F,N,검정색
아메리칸불리,3,1,15,M,N,갈색
아메리칸불리,3,1,16,M,N,회
아메리칸불리,1,1,8,M,Y,흑백
아메리칸불리,0,0.8,14.55,F,U,검백색
아프간 하운드,4,1,22.3,M,N,"회색,검정.갈색"
알라스칸 말라뮤트,2,1,55,M,N,검/흰
올드 잉글리쉬 쉽독,8,0.5,30,M,Y,회/흰
올드 잉글리쉬 쉽독,3,1,25,F,N,흰색
올드 잉글리쉬 쉽독,1,1,18,F,U,"흰색,검정"
요크셔 테리어,18,0.5,1.8,F,U,검/회
요크셔 테리어,15,0.5,3,F,U,흑갈백
요크셔 테리어,13,0.5,2.8,M,Y,갈색
요크셔 테리어,12,0.5,3.4,F,Y,회색
요크셔 테리어,11,0.5,1.5,F,U,갈/검
요크셔 테리어,11,0.5,4,M,U,갈흑백
요크셔 테리어,11,0.5,4.4,F,U,흑갈
요크셔 테리어,10,0.5,1.7,F,U,옅은회색
요크셔 테리어,10,0.5,2.5,M,N,"크림색, 갈색"
요크셔 테리어,10,0.5,2.5,M,Y,흑갈색
요크셔 테리어,10,0.5,3,M,Y,검갈
요크셔 테리어,10,0.5,3.1,F,N,회갈색
요크셔 테리어,10,0.5,3.3,F,N,회
요크셔 테리어,10,0.5,4,F,U,갈흑백
요크셔 테리어,10,0.5,4.3,M,N,갈/검/흰
요크셔 테리어,10,0.5,4.8,F,U,갈색
요크셔 테리어,9,0.5,3,F,U,갈흑
요크셔 테리어,9,0.5,3.5,M,Y,흑갈색
요크셔 테리어,9,0.5,4.6,M,Y,갈색 회색
요크셔 테리어,9,0.5,4.8,M,N,흑회색
요크셔 테리어,8,0.5,3.8,M,Y,갈검색
요크셔 테리어,8,0.5,4.3,F,U,검정.갈색
요크셔 테리어,8,0.5,5,M,Y,갈/검
요크셔 테리어,8,0.5,5.2,M,Y,짙은 갈색
요크셔 테리어,8,0.5,5.4,F,U,갈색
요크셔 테리어,8,0.5,6.2,M,Y,"회,갈"
요크셔 테리어,7,1,3,F,N,실버 갈색
요크셔 테리어,7,1,3.3,M,Y,"갈,검"
요크셔 테리어,6,1,2,F,U,"갈색,회색빛"
요크셔 테리어,6,1,2.5,F,U,갈/검
요크셔 테리어,6,1,3.5,M,Y,갈흑백
요크셔 테리어,6,1,5.5,M,Y,은회색
요크셔 테리어,5,1,1.8,M,N,흑갈색
요크셔 테리어,5,1,2,M,N,검정회색 갈색
요크셔 테리어,5,1,2.7,F,U,흑갈색
요크셔 테리어,5,1,3,M,Y,갈/회
요크셔 테리어,4,1,2.5,F,U,갈흑
요크셔 테리어,4,1,2.7,M,N,흑회색
요크셔 테리어,4,1,4.3,M,Y,"갈색,회색"
요크셔 테리어,3,1,2.26,F,N,갈색
요크셔 테리어,3,1,4.2,M,N,검/갈
요크셔 테리어,2,1,3,M,U,"회색,갈색"
요크셔 테리어,2,1,3,F,N,검정실버
요크셔 테리어,1,1,1.84,M,Y,회색/옅은갈색
요크셔 테리어,1,1,2,F,U,검갈색
요크셔 테리어,1,1,4,M,U,흑갈백
요크셔 테리어,0,0.8,3,F,N,갈/회
울프독,0,0.5,25,F,N,갈흑백
웰시코기,6,1,18.7,F,U,갈/흰
웰시코기,5,1,10.5,M,Y,갈/흰
웰시코기,5,1,11.5,M,N,갈백색
웰시코기,5,1,12,M,Y,백 갈
웰시코기,5,1,12,M,Y,흰갈색
웰시코기,5,1,12.38,F,U,갈흑백
웰시코기,5,1,13,M,Y,갈/흰
웰시코기,5,1,15,M,Y,"갈색,흰색"
웰시코기,5,1,16,F,N,"갈색, 백색"
웰시코기,5,1,7,M,N,검/갈/흰
웰시코기,5,1,8,F,U,갈/흰
웰시코기,4,1,10,M,Y,흰+갈
웰시코기,4,1,10,M,N,갈/흰/검
웰시코기,4,1,10.7,M,N,삼색
웰시코기,4,1,11,M,N,"황색, 흰색"
웰시코기,4,1,11.5,F,N,"연갈색, 흰색"
웰시코기,4,1,28,M,Y,갈/흰
웰시코기,3,1,10,F,U,옅은갈색
웰시코기,3,1,10,M,N,"연갈색, 흰색"
웰시코기,3,1,10,F,U,갈백
웰시코기,3,1,10.5,M,N,"흰색, 연갈색"
웰시코기,3,1,11,F,U,"검정, 황색, 흰색"
웰시코기,3,1,12,F,U,"황색,흰색"
웰시코기,3,1,13,F,U,흰갈색
웰시코기,3,1,13,M,N,갈/흰
웰시코기,3,1,14,F,U,"흰색,갈색"
웰시코기,3,1,15,M,Y,연흰갈색
웰시코기,3,1,15,M,N,흰노랑색
웰시코기,3,1,15.5,M,Y,"갈색,흰색"
웰시코기,3,1,8.5,F,U,갈/흰
웰시코기,3,1,8.5,M,N,갈/흰
웰시코기,2,1,10,M,Y,"갈색, 백색"
웰시코기,2,1,10,M,Y,갈백
웰시코기,2,1,11,M,Y,"갈색, 백색"
웰시코기,2,1,12,F,U,갈/흰
웰시코기,2,1,12.4,M,U,갈/흰
웰시코기,2,1,12.5,M,N,"흰,갈"
웰시코기,2,1,15,M,Y,"황색,흰색"
웰시코기,2,1,5.2,M,N,갈/흰
웰시코기,2,1,7.5,F,U,갈/흰
웰시코기,2,1,8,M,N,갈/흰
웰시코기,2,1,8,F,U,갈색
웰시코기,2,1,8.7,F,N,"흰색,갈색"
웰시코기,2,1,9,M,N,갈백
웰시코기,2,1,9,M,N,"황색,흰색"
웰시코기,1,1,5,F,U,갈백
웰시코기,1,1,7.2,F,U,백갈
웰시코기,1,1,8,M,U,"흰색,갈색"
웰시코기,1,1,8,M,N,갈/흰
이탈리안 그레이 하운드,4,1.5,5,M,Y,갈백
이탈리안 그레이 하운드,3,1.5,10,M,Y,갈/흰
이탈리안 그레이 하운드,3,1.5,6.5,M,Y,흑회색
이탈리안 그레이 하운드,2,1.5,5.7,M,N,갈색
이탈리안 그레이 하운드,1,1.5,3.5,F,U,회색
이탈리안 그레이 하운드,1,1.5,11,M,Y,회백색
이탈리안 그레이 하운드,1,1.5,5,F,U,회색
잉글리쉬 세터,5,1,17,M,N,검/흰
잉글리쉬 세터,2,1,15.3,M,N,백갈색
잭 러셀 테리어,1,1.5,10,M,N,갈백색
제페니즈칭,4,1,5,M,N,"흰색,검정"
진도견,12,0.5,19.5,F,Y,갈색
진도견,11,0.5,30,F,U,갈색
진도견,11,0.5,19,M,N,흰색
진도견,10,0.5,15,F,N,흰색
진도견,8,0.5,30,M,N,흰색
진도견,7,1,21,M,N,흰색
진도견,7,1,15,M,N,하양
진도견,6,1,15,M,N,흰색
진도견,5,1,20,F,N,흰색
진도견,5,1,20,F,N,황갈색
진도견,5,1,24,M,N,연갈색
진도견,5,1,15,F,U,흰색
진도견,5,1,15,F,N,흰색
진도견,5,1,7,F,N,갈흑
진도견,5,1,16,M,N,갈색
진도견,5,1,19,M,Y,"백색, 갈색"
진도견,4,1,20,M,N,흰색
진도견,4,1,21,M,N,흰색
진도견,4,1,21,F,N,흰색
진도견,4,1,23,M,N,블랙탄
진도견,4,1,30,M,U,흰색
진도견,4,1,30,M,N,호피무늬
진도견,4,1,30,M,N,갈색
진도견,4,1,32,M,U,흰색
진도견,4,1,15.5,M,Y,갈색
진도견,4,1,38,M,Y,백색
진도견,4,1,17,M,N,하양
진도견,4,1,17,M,N,흰색
진도견,4,1,19,M,N,흰색
진도견,3,1,20,M,N,검정
진도견,3,1,20,M,N,흰색
진도견,3,1,21,F,U,흰색
진도견,3,1,22,M,N,흰색
진도견,3,1,22.5,M,U,황색
진도견,3,1,11,M,N,미색
진도견,3,1,27,M,N,갈
진도견,3,1,30,M,U,옅은갈색
진도견,3,1,30,M,U,흰색
진도견,3,1,13,F,N,"갈색, 백색"
진도견,3,1,13,F,N,하양
진도견,3,1,30,M,N,흰/갈
진도견,3,1,14,F,N,흰색
진도견,3,1,14.8,M,N,백색
진도견,3,1,32,M,N,흰색
진도견,3,1,34,M,U,흰색
진도견,3,1,15,F,U,흰색
진도견,3,1,15,F,N,갈색
진도견,3,1,16,M,U,흰색
진도견,3,1,16,M,N,흰색
진도견,3,1,16,F,N,흰색
진도견,3,1,16,F,N,흰색
진도견,3,1,16,F,N,"검정,갈색"
진도견,3,1,16,M,N,흰색
진도견,3,1,16,F,U,황색
진도견,3,1,16,M,N,블랙탄
진도견,3,1,16.5,M,N,아이보리색
진도견,3,1,17,M,N,황색
진도견,3,1,18,M,N,흰색
진도견,3,1,18,M,N,흑갈색
진도견,3,1,18,F,N,백갈
진도견,3,1,18.5,F,U,백색
진도견,3,1,19,M,N,흰색
진도견,3,1,19,M,N,흰색
진도견,3,1,19,F,U,백색
진도견,2,1,20,M,N,흰색
진도견,2,1,20,M,N,흰색
진도견,2,1,20.5,F,N,황색
진도견,2,1,22,M,N,갈색
진도견,2,1,23,M,N,갈색
진도견,2,1,25,M,N,황색
진도견,2,1,25.5,M,N,검갈
진도견,2,1,11.25,F,N,검정/갈색
진도견,2,1,28,M,U,흰색
진도견,2,1,12,F,N,"검정,갈색"
진도견,2,1,12,M,N,흰색
진도견,2,1,30,F,U,갈/검/흰
진도견,2,1,13,F,U,흰색
진도견,2,1,13,F,N,흰색
진도견,2,1,14.5,F,N,흰색
진도견,2,1,31,M,U,갈색
진도견,2,1,31,M,N,갈색
진도견,2,1,15,F,N,갈색
진도견,2,1,15,M,Y,갈색
진도견,2,1,15,M,N,흰색
진도견,2,1,15,M,N,"검정,갈색"
진도견,2,1,15,M,N,흰색
진도견,2,1,16,M,N,흰색
진도견,2,1,16,F,N,흰색
진도견,2,1,8,F,N,황색
진도견,2,1,17,F,N,흰색
진도견,2,1,17.2,M,N,옅은 갈색/검정
진도견,2,1,18,F,U,흑갈색
진도견,2,1,18,M,N,"검정,갈색"
진도견,2,1,18,M,N,흑갈색
진도견,2,1,18,M,Y,흰색
진도견,2,1,18,M,N,흰색
진도견,2,1,19,M,U,흰색
진도견,1,1,21,M,N,백색
진도견,1,1,0.8,M,N,갈색
진도견,1,1,22,M,U,갈색
진도견,1,1,0.8,M,N,갈색
진도견,1,1,0.8,F,N,갈색
진도견,1,1,23,M,N,흰색
진도견,1,1,23,M,N,흰색
진도견,1,1,10,F,U,"검은색, 점박이"
진도견,1,1,10,F,U,호반색
진도견,1,1,3.5,F,N,흰색
진도견,1,1,12,M,N,호구
진도견,1,1,12,M,N,하양
진도견,1,1,4,M,N,흰색
진도견,1,1,4.2,F,N,블랙탄
진도견,1,1,4.3,F,N,황색
진도견,1,1,13,F,U,흰색
진도견,1,1,13,F,N,흰색
진도견,1,1,13,M,N,검정흰색
진도견,1,1,14,M,N,흰색
진도견,1,1,15,M,N,흰색
진도견,1,1,15,M,N,흑갈색
진도견,1,1,4.8,F,N,호반색
진도견,1,1,15.6,F,N,"검정,갈색"
진도견,1,1,5.3,M,N,흑회색
진도견,1,1,5.5,F,N,흰색
진도견,1,1,9.5,M,N,황색
진도견,1,1,16.4,F,N,갈색
진도견,1,1,17.5,M,N,백색
진도견,1,1,19,F,N,아이보리색
진도견,0,0.8,2.1,F,N,흰색
진도견,0,0.8,2.6,F,N,흰색
진도견,0,0.8,3,F,N,흰색
진도견,0,0.8,3,F,N,호구
진도견,0,0.8,3,M,N,"검정,갈색"
진도견,0,0.8,3,F,N,"검정,갈색"
진도견,0,0.8,3.16,F,N,검정/갈색
진도견,0,0.8,3.2,M,N,흰색
진도견,0,0.8,3.3,F,N,흰색
진도견,0,0.8,3.5,M,U,흰색
